palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
lacobrigense,"['la', 'co', 'bri', 'gen', 'se']",la·co·bri·gen·se,adjetivo,"['la', 'ko', 'bɾi', 'ʒˈẽ', 'sɪ']",la.ko.bɾi.ʒˈẽ.sɪ,2,penultima,bɾi,ʒˈẽ,sɪ
laconicamente,"['la', 'co', 'ni', 'ca', 'men', 'te']",la·co·ni·ca·men·te,advérbio,"['la', 'kõ', 'ni', 'kã', 'mˈẽ', 'tʃɪ']",la.kõ.ni.kã.mˈẽ.tʃɪ,2,penultima,kã,mˈẽ,tʃɪ
lacónico,"['la', 'có', 'ni', 'co']",la·có·ni·co,adjetivo,"['la', 'kˈɔ̃', 'ni', 'kʊ']",la.kˈɔ̃.ni.kʊ,3,antepenultima,kˈɔ̃,ni,kʊ
lacónico,"['la', 'có', 'ni', 'co']",la·có·ni·co,nome masculino,"['la', 'kˈɔ̃', 'ni', 'kʊ']",la.kˈɔ̃.ni.kʊ,3,antepenultima,kˈɔ̃,ni,kʊ
laconismo,"['la', 'co', 'nis', 'mo']",la·co·nis·mo,nome masculino,"['la', 'kõ', 'nˈiʒ', 'mʊ']",la.kõ.nˈiʒ.mʊ,2,penultima,kõ,nˈiʒ,mʊ
lacrar,"['la', 'crar']",la·crar,verbo,"['la', 'kɾˈa']",la.kɾˈa,1,ultima,,la,kɾˈa
lacrau,"['la', 'crau']",la·crau,nome masculino,"['la', 'kɾˈaw']",la.kɾˈaw,1,ultima,,la,kɾˈaw
lacre,"['la', 'cre']",la·cre,nome masculino,"['lˈa', 'kɾɪ']",lˈa.kɾɪ,2,penultima,,lˈa,kɾɪ
lacrimal,"['la', 'cri', 'mal']",la·cri·mal,adjetivo,"['la', 'kɾĩ', 'mˈaw']",la.kɾĩ.mˈaw,1,ultima,la,kɾĩ,mˈaw
lacrimal,"['la', 'cri', 'mal']",la·cri·mal,nome masculino,"['la', 'kɾĩ', 'mˈaw']",la.kɾĩ.mˈaw,1,ultima,la,kɾĩ,mˈaw
lacrimar,"['la', 'cri', 'mar']",la·cri·mar,verbo,"['la', 'kɾĩ', 'mˈa']",la.kɾĩ.mˈa,1,ultima,la,kɾĩ,mˈa
lacrimejante,"['la', 'cri', 'me', 'jan', 'te']",la·cri·me·jan·te,adjetivo,"['la', 'kɾĩ', 'me', 'ʒˈɐ̃', 'tʃɪ']",la.kɾĩ.me.ʒˈɐ̃.tʃɪ,2,penultima,me,ʒˈɐ̃,tʃɪ
lacrimejar,"['la', 'cri', 'me', 'jar']",la·cri·me·jar,verbo,"['la', 'kɾĩ', 'me', 'ʒˈa']",la.kɾĩ.me.ʒˈa,1,ultima,kɾĩ,me,ʒˈa
lacrimogéneo,"['la', 'cri', 'mo', 'gé', 'ne', 'o']",la·cri·mo·gé·ne·o,adjetivo,"['la', 'kɾĩ', 'mo', 'ʒˈɛ̃', 'njʊ']",la.kɾĩ.mo.ʒˈɛ̃.njʊ,3,antepenultima,mo,ʒˈɛ̃,njʊ
lacrimoso,"['la', 'cri', 'mo', 'so']",la·cri·mo·so,adjetivo,"['la', 'kɾĩ', 'mˈo', 'zʊ']",la.kɾĩ.mˈo.zʊ,2,penultima,kɾĩ,mˈo,zʊ
lactação,"['lac', 'ta', 'ção']",lac·ta·ção,nome feminino,"['la', 'kə', 'ta', 'sˈɐ̃w']",la.kə.ta.sˈɐ̃w,1,ultima,kə,ta,sˈɐ̃w
lactante,"['lac', 'tan', 'te']",lac·tan·te,nome feminino,"['la', 'kə', 'tˈɐ̃', 'tʃɪ ou la', 'kə', 'tˈɐ̃', 'tʃɪ']",la.kə.tˈɐ̃.tʃɪ ou la.kə.tˈɐ̃.tʃɪ,2,penultima,kə,tˈɐ̃,tʃɪ
lactante,"['lac', 'tan', 'te']",lac·tan·te,adjetivo,"['la', 'kə', 'tˈɐ̃', 'tʃɪ']",la.kə.tˈɐ̃.tʃɪ,2,penultima,kə,tˈɐ̃,tʃɪ
lactar,"['lac', 'tar']",lac·tar,verbo,"['la', 'kə', 'tˈa']",la.kə.tˈa,1,ultima,la,kə,tˈa
láctea,"['lác', 'te', 'a']",lác·te·a,nome feminino,"['lˈa', 'ki', 'tʃjɐ']",lˈa.ki.tʃjɐ,3,antepenultima,lˈa,ki,tʃjɐ
lactente,"['lac', 'ten', 'te']",lac·ten·te,adjetivo,"['la', 'ki', 'tˈẽ', 'tʃɪ']",la.ki.tˈẽ.tʃɪ,2,penultima,ki,tˈẽ,tʃɪ
lactente,"['lac', 'ten', 'te']",lac·ten·te,nome masculino,"['la', 'ki', 'tˈẽ', 'tʃɪ']",la.ki.tˈẽ.tʃɪ,2,penultima,ki,tˈẽ,tʃɪ
lactente,"['lac', 'ten', 'te']",lac·ten·te,nome feminino,"['la', 'ki', 'tˈẽ', 'tʃɪ']",la.ki.tˈẽ.tʃɪ,2,penultima,ki,tˈẽ,tʃɪ
lácteo,"['lác', 'te', 'o']",lác·te·o,adjetivo,"['lˈa', 'ki', 'tʃjʊ']",lˈa.ki.tʃjʊ,3,antepenultima,lˈa,ki,tʃjʊ
lacticínio,"['lac', 'ti', 'cí', 'ni', 'o']",lac·ti·cí·ni·o,nome masculino,"['la', 'ki', 'tʃi', 'sˈĩ', 'njʊ']",la.ki.tʃi.sˈĩ.njʊ,3,antepenultima,tʃi,sˈĩ,njʊ
láctico,"['lác', 'ti', 'co']",lác·ti·co,adjetivo,"['lˈa', 'ki', 'tʃi', 'kʊ']",lˈa.ki.tʃi.kʊ,3,antepenultima,ki,tʃi,kʊ
lactoalbumina,"['lac', 'to', 'al', 'bu', 'mi', 'na']",lac·to·al·bu·mi·na,nome feminino,"['la', 'kə', 'to', 'aw', 'bũ', 'mˈĩ', 'nɐ']",la.kə.to.aw.bũ.mˈĩ.nɐ,2,penultima,bũ,mˈĩ,nɐ
lactose,"['lac', 'to', 'se']",lac·to·se,nome feminino,"['la', 'kə', 'tˈɔ', 'zɪ']",la.kə.tˈɔ.zɪ,2,penultima,kə,tˈɔ,zɪ
lacuna,"['la', 'cu', 'na']",la·cu·na,nome feminino,"['la', 'kˈũ', 'nɐ']",la.kˈũ.nɐ,2,penultima,la,kˈũ,nɐ
lacunar,"['la', 'cu', 'nar']",la·cu·nar,adjetivo,"['la', 'kũ', 'nˈa']",la.kũ.nˈa,1,ultima,la,kũ,nˈa
lacunar,"['la', 'cu', 'nar']",la·cu·nar,nome masculino,"['la', 'kũ', 'nˈa']",la.kũ.nˈa,1,ultima,la,kũ,nˈa
lacunar,"['la', 'cu', 'nar']",la·cu·nar,nome feminino,"['la', 'kũ', 'nˈa']",la.kũ.nˈa,1,ultima,la,kũ,nˈa
lacustre,"['la', 'cus', 'tre']",la·cus·tre,adjetivo,"['la', 'kˈuʃ', 'tɾɪ']",la.kˈuʃ.tɾɪ,2,penultima,la,kˈuʃ,tɾɪ
lada,"['la', 'da']",la·da,nome feminino,"['lˈa', 'dɐ']",lˈa.dɐ,2,penultima,,lˈa,dɐ
ladainha,"['la', 'da', 'i', 'nha']",la·da·i·nha,nome feminino,"['la', 'da', 'ˈĩ', 'ɲɐ']",la.da.ˈĩ.ɲɐ,2,penultima,da,ˈĩ,ɲɐ
ladear,"['la', 'de', 'ar']",la·de·ar,verbo,"['la', 'dʒi', 'ˈa']",la.dʒi.ˈa,1,ultima,la,dʒi,ˈa
ladeira,"['la', 'dei', 'ra']",la·dei·ra,nome feminino,"['la', 'dˈej', 'ɾɐ']",la.dˈej.ɾɐ,2,penultima,la,dˈej,ɾɐ
ladeirar,"['la', 'dei', 'rar']",la·dei·rar,verbo,"['la', 'dej', 'ɾˈa']",la.dej.ɾˈa,1,ultima,la,dej,ɾˈa
ladeiro,"['la', 'dei', 'ro']",la·dei·ro,nome masculino,"['la', 'dˈej', 'ɾʊ']",la.dˈej.ɾʊ,2,penultima,la,dˈej,ɾʊ
ladeiro,"['la', 'dei', 'ro']",la·dei·ro,adjetivo,"['la', 'dˈej', 'ɾʊ']",la.dˈej.ɾʊ,2,penultima,la,dˈej,ɾʊ
ladinice,"['la', 'di', 'ni', 'ce']",la·di·ni·ce,nome feminino,"['la', 'dʒĩ', 'nˈi', 'sɪ']",la.dʒĩ.nˈi.sɪ,2,penultima,dʒĩ,nˈi,sɪ
ladino,"['la', 'di', 'no']",la·di·no,adjetivo,"['la', 'dʒˈĩ', 'nʊ']",la.dʒˈĩ.nʊ,2,penultima,la,dʒˈĩ,nʊ
ladino,"['la', 'di', 'no']",la·di·no,nome masculino,"['la', 'dʒˈĩ', 'nʊ']",la.dʒˈĩ.nʊ,2,penultima,la,dʒˈĩ,nʊ
lado,"['la', 'do']",la·do,nome masculino,"['lˈa', 'dʊ']",lˈa.dʊ,2,penultima,,lˈa,dʊ
ladra,"['la', 'dra']",la·dra,nome feminino,"['lˈa', 'dɾɐ']",lˈa.dɾɐ,2,penultima,,lˈa,dɾɐ
ladrão,"['la', 'drão']",la·drão,adjetivo,"['la', 'dɾˈɐ̃w']",la.dɾˈɐ̃w,1,ultima,,la,dɾˈɐ̃w
ladrão,"['la', 'drão']",la·drão,nome masculino,"['la', 'dɾˈɐ̃w']",la.dɾˈɐ̃w,1,ultima,,la,dɾˈɐ̃w
ladrar,"['la', 'drar']",la·drar,verbo,"['la', 'dɾˈa']",la.dɾˈa,1,ultima,,la,dɾˈa
ladrilhado,"['la', 'dri', 'lha', 'do']",la·dri·lha·do,adjetivo,"['la', 'dɾi', 'ʎˈa', 'dʊ']",la.dɾi.ʎˈa.dʊ,2,penultima,dɾi,ʎˈa,dʊ
ladrilhador,"['la', 'dri', 'lha', 'dor']",la·dri·lha·dor,adjetivo,"['la', 'dɾi', 'ʎa', 'dˈo']",la.dɾi.ʎa.dˈo,1,ultima,dɾi,ʎa,dˈo
ladrilhador,"['la', 'dri', 'lha', 'dor']",la·dri·lha·dor,nome masculino,"['la', 'dɾi', 'ʎa', 'dˈo']",la.dɾi.ʎa.dˈo,1,ultima,dɾi,ʎa,dˈo
ladrilhar,"['la', 'dri', 'lhar']",la·dri·lhar,verbo,"['la', 'dɾi', 'ʎˈa']",la.dɾi.ʎˈa,1,ultima,la,dɾi,ʎˈa
ladrilho,"['la', 'dri', 'lho']",la·dri·lho,nome masculino,"['la', 'dɾˈi', 'ʎʊ']",la.dɾˈi.ʎʊ,2,penultima,la,dɾˈi,ʎʊ
ladro,"['la', 'dro']",la·dro,adjetivo,"['lˈa', 'dɾʊ']",lˈa.dɾʊ,2,penultima,,lˈa,dɾʊ
ladro,"['la', 'dro']",la·dro,nome masculino,"['lˈa', 'dɾʊ']",lˈa.dɾʊ,2,penultima,,lˈa,dɾʊ
ladroagem,"['la', 'dro', 'a', 'gem']",la·dro·a·gem,nome masculino,"['la', 'dɾo', 'ˈa', 'ʒẽj']",la.dɾo.ˈa.ʒẽj,2,penultima,dɾo,ˈa,ʒẽj
ladroeira,"['la', 'dro', 'ei', 'ra']",la·dro·ei·ra,nome feminino,"['la', 'dɾo', 'ˈej', 'ɾɐ']",la.dɾo.ˈej.ɾɐ,2,penultima,dɾo,ˈej,ɾɐ
ladroeirar,"['la', 'dro', 'ei', 'rar']",la·dro·ei·rar,verbo,"['la', 'dɾo', 'ej', 'ɾˈa']",la.dɾo.ej.ɾˈa,1,ultima,dɾo,ej,ɾˈa
ladrona,"['la', 'dro', 'na']",la·dro·na,nome feminino,"['la', 'dɾˈõ', 'nɐ']",la.dɾˈõ.nɐ,2,penultima,la,dɾˈõ,nɐ
laga,"['la', 'ga']",la·ga,nome feminino,"['lˈa', 'gɐ']",lˈa.gɐ,2,penultima,,lˈa,gɐ
lagar,"['la', 'gar']",la·gar,nome masculino,"['la', 'gˈa']",la.gˈa,1,ultima,,la,gˈa
lagarada,"['la', 'ga', 'ra', 'da']",la·ga·ra·da,nome feminino,"['la', 'ga', 'ɾˈa', 'dɐ']",la.ga.ɾˈa.dɐ,2,penultima,ga,ɾˈa,dɐ
lagareiro,"['la', 'ga', 'rei', 'ro']",la·ga·rei·ro,nome masculino,"['la', 'ga', 'ɾˈej', 'ɾʊ']",la.ga.ɾˈej.ɾʊ,2,penultima,ga,ɾˈej,ɾʊ
lagareiro,"['la', 'ga', 'rei', 'ro']",la·ga·rei·ro,adjetivo,"['la', 'ga', 'ɾˈej', 'ɾʊ']",la.ga.ɾˈej.ɾʊ,2,penultima,ga,ɾˈej,ɾʊ
lagarinho,"['la', 'ga', 'ri', 'nho']",la·ga·ri·nho,nome masculino,"['la', 'ga', 'ɾˈĩ', 'ɲʊ']",la.ga.ɾˈĩ.ɲʊ,2,penultima,ga,ɾˈĩ,ɲʊ
lagarta,"['la', 'gar', 'ta']",la·gar·ta,nome feminino,"['la', 'gˈah', 'tɐ']",la.gˈah.tɐ,2,penultima,la,gˈah,tɐ
lagarteiro,"['la', 'gar', 'tei', 'ro']",la·gar·tei·ro,nome masculino,"['la', 'gah', 'tˈej', 'ɾʊ']",la.gah.tˈej.ɾʊ,2,penultima,gah,tˈej,ɾʊ
lagartixa,"['la', 'gar', 'ti', 'xa']",la·gar·ti·xa,nome feminino,"['la', 'gah', 'tʃˈi', 'ʃɐ']",la.gah.tʃˈi.ʃɐ,2,penultima,gah,tʃˈi,ʃɐ
lagarto,"['la', 'gar', 'to']",la·gar·to,nome masculino,"['la', 'gˈah', 'tʊ']",la.gˈah.tʊ,2,penultima,la,gˈah,tʊ
lago,"['la', 'go']",la·go,nome masculino,"['lˈa', 'gʊ']",lˈa.gʊ,2,penultima,,lˈa,gʊ
lagoa,"['la', 'go', 'a']",la·go·a,nome feminino,"['la', 'gˈo', 'ɐ']",la.gˈo.ɐ,2,penultima,la,gˈo,ɐ
lagoense,"['la', 'go', 'en', 'se']",la·go·en·se,nome masculino,"['la', 'go', 'ˈẽ', 'sɪ ou la', 'go', 'ˈẽ', 'sɪ']",la.go.ˈẽ.sɪ ou la.go.ˈẽ.sɪ,2,penultima,go,ˈẽ,sɪ
lagoense,"['la', 'go', 'en', 'se']",la·go·en·se,adjetivo,"['la', 'go', 'ˈẽ', 'sɪ']",la.go.ˈẽ.sɪ,2,penultima,go,ˈẽ,sɪ
lagosta,"['la', 'gos', 'ta']",la·gos·ta,nome feminino,"['la', 'gˈoʃ', 'tɐ']",la.gˈoʃ.tɐ,2,penultima,la,gˈoʃ,tɐ
lagosteiro,"['la', 'gos', 'tei', 'ro']",la·gos·tei·ro,nome masculino,"['la', 'goʃ', 'tˈej', 'ɾʊ']",la.goʃ.tˈej.ɾʊ,2,penultima,goʃ,tˈej,ɾʊ
lagosteiro,"['la', 'gos', 'tei', 'ro']",la·gos·tei·ro,adjetivo,"['la', 'goʃ', 'tˈej', 'ɾʊ']",la.goʃ.tˈej.ɾʊ,2,penultima,goʃ,tˈej,ɾʊ
lagostim,"['la', 'gos', 'tim']",la·gos·tim,nome masculino,"['la', 'goʃ', 'tʃˈĩ']",la.goʃ.tʃˈĩ,1,ultima,la,goʃ,tʃˈĩ
lágrima,"['lá', 'gri', 'ma']",lá·gri·ma,nome feminino,"['lˈa', 'gɾĩ', 'mɐ']",lˈa.gɾĩ.mɐ,3,antepenultima,lˈa,gɾĩ,mɐ
lagrimar,"['la', 'gri', 'mar']",la·gri·mar,verbo,"['la', 'gɾĩ', 'mˈa']",la.gɾĩ.mˈa,1,ultima,la,gɾĩ,mˈa
laguna,"['la', 'gu', 'na']",la·gu·na,nome feminino,"['la', 'gˈũ', 'nɐ']",la.gˈũ.nɐ,2,penultima,la,gˈũ,nɐ
lagunar,"['la', 'gu', 'nar']",la·gu·nar,adjetivo,"['la', 'gũ', 'nˈa']",la.gũ.nˈa,1,ultima,la,gũ,nˈa
lai,['lai'],lai,nome masculino,['lˈaj'],lˈaj,1,ultima,,,lˈaj
laia,"['lai', 'a']",lai·a,nome feminino,"['lˈaj', 'ɐ']",lˈaj.ɐ,2,penultima,,lˈaj,ɐ
laicado,"['lai', 'ca', 'do']",lai·ca·do,nome masculino,"['laj', 'kˈa', 'dʊ']",laj.kˈa.dʊ,2,penultima,laj,kˈa,dʊ
laical,"['lai', 'cal']",lai·cal,adjetivo,"['laj', 'kˈaw']",laj.kˈaw,1,ultima,,laj,kˈaw
laicidade,"['lai', 'ci', 'da', 'de']",lai·ci·da·de,nome feminino,"['laj', 'si', 'dˈa', 'dʒɪ']",laj.si.dˈa.dʒɪ,2,penultima,si,dˈa,dʒɪ
laicismo,"['lai', 'cis', 'mo']",lai·cis·mo,nome masculino,"['laj', 'sˈiʒ', 'mʊ']",laj.sˈiʒ.mʊ,2,penultima,laj,sˈiʒ,mʊ
laicização,"['lai', 'ci', 'za', 'ção']",lai·ci·za·ção,nome feminino,"['laj', 'si', 'za', 'sˈɐ̃w']",laj.si.za.sˈɐ̃w,1,ultima,si,za,sˈɐ̃w
laicizar,"['lai', 'ci', 'zar']",lai·ci·zar,verbo,"['laj', 'si', 'zˈa']",laj.si.zˈa,1,ultima,laj,si,zˈa
laico,"['lai', 'co']",lai·co,adjetivo,"['lˈaj', 'kʊ']",lˈaj.kʊ,2,penultima,,lˈaj,kʊ
laico,"['lai', 'co']",lai·co,nome masculino,"['lˈaj', 'kʊ']",lˈaj.kʊ,2,penultima,,lˈaj,kʊ
laivar,"['lai', 'var']",lai·var,verbo,"['laj', 'vˈa']",laj.vˈa,1,ultima,,laj,vˈa
