palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
antiapologético,"['an', 'ti', 'a', 'po', 'lo', 'gé', 'ti', 'co']",an·ti·a·po·lo·gé·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'po', 'lo', 'ʒˈɛ', 'tʃi', 'kʊ']",ɐ̃.tʃi.a.po.lo.ʒˈɛ.tʃi.kʊ,3,antepenultima,ʒˈɛ,tʃi,kʊ
antiapologia,"['an', 'ti', 'a', 'po', 'lo', 'gi', 'a']",an·ti·a·po·lo·gi·a,nome feminino,"['ɐ̃', 'tʃi', 'a', 'po', 'lo', 'ʒˈi', 'ɐ']",ɐ̃.tʃi.a.po.lo.ʒˈi.ɐ,2,penultima,lo,ʒˈi,ɐ
antiapopléctico,"['an', 'ti', 'a', 'po', 'pléc', 'ti', 'co']",an·ti·a·po·pléc·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'po', 'plˈɛ', 'ki', 'tʃi', 'kʊ']",ɐ̃.tʃi.a.po.plˈɛ.ki.tʃi.kʊ,3,antepenultima,ki,tʃi,kʊ
antiapoplético,"['an', 'ti', 'a', 'po', 'plé', 'ti', 'co']",an·ti·a·po·plé·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'po', 'plˈɛ', 'tʃi', 'kʊ']",ɐ̃.tʃi.a.po.plˈɛ.tʃi.kʊ,3,antepenultima,plˈɛ,tʃi,kʊ
antiar,"['an', 'ti', 'ar']",an·ti·ar,nome masculino,"['ɐ̃', 'tʃi', 'ˈaɾ']",ɐ̃.tʃi.ˈaɾ,1,ultima,ɐ̃,tʃi,ˈaɾ
antiaristocrata,"['an', 'ti', 'a', 'ris', 'to', 'cra', 'ta']",an·ti·a·ris·to·cra·ta,adjetivo,"['ɐ̃', 'tʃi', 'a', 'ɾiʃ', 'to', 'kɾˈa', 'tɐ']",ɐ̃.tʃi.a.ɾiʃ.to.kɾˈa.tɐ,2,penultima,to,kɾˈa,tɐ
antiaristocrata,"['an', 'ti', 'a', 'ris', 'to', 'cra', 'ta']",an·ti·a·ris·to·cra·ta,nome masculino,"['ɐ̃', 'tʃi', 'a', 'ɾiʃ', 'to', 'kɾˈa', 'tɐ']",ɐ̃.tʃi.a.ɾiʃ.to.kɾˈa.tɐ,2,penultima,to,kɾˈa,tɐ
antiaristocrata,"['an', 'ti', 'a', 'ris', 'to', 'cra', 'ta']",an·ti·a·ris·to·cra·ta,nome feminino,"['ɐ̃', 'tʃi', 'a', 'ɾiʃ', 'to', 'kɾˈa', 'tɐ']",ɐ̃.tʃi.a.ɾiʃ.to.kɾˈa.tɐ,2,penultima,to,kɾˈa,tɐ
antiaristocrático,"['an', 'ti', 'a', 'ris', 'to', 'crá', 'ti', 'co']",an·ti·a·ris·to·crá·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'ɾiʃ', 'to', 'kɾˈa', 'tʃi', 'kʊ']",ɐ̃.tʃi.a.ɾiʃ.to.kɾˈa.tʃi.kʊ,3,antepenultima,kɾˈa,tʃi,kʊ
antiartístico,"['an', 'ti', 'ar', 'tís', 'ti', 'co']",an·ti·ar·tís·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'ah', 'tʃˈiʃ', 'tʃi', 'kʊ']",ɐ̃.tʃi.ah.tʃˈiʃ.tʃi.kʊ,3,antepenultima,tʃˈiʃ,tʃi,kʊ
antiartrítico,"['an', 'ti', 'ar', 'trí', 'ti', 'co']",an·ti·ar·trí·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'ah', 'tɾˈi', 'tʃi', 'kʊ']",ɐ̃.tʃi.ah.tɾˈi.tʃi.kʊ,3,antepenultima,tɾˈi,tʃi,kʊ
antiartrítico,"['an', 'ti', 'ar', 'trí', 'ti', 'co']",an·ti·ar·trí·ti·co,nome masculino,"['ɐ̃', 'tʃi', 'ah', 'tɾˈi', 'tʃi', 'kʊ']",ɐ̃.tʃi.ah.tɾˈi.tʃi.kʊ,3,antepenultima,tɾˈi,tʃi,kʊ
antiasmático,"['an', 'ti', 'as', 'má', 'ti', 'co']",an·ti·as·má·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'aʒ', 'mˈa', 'tʃi', 'kʊ']",ɐ̃.tʃi.aʒ.mˈa.tʃi.kʊ,3,antepenultima,mˈa,tʃi,kʊ
antiasmático,"['an', 'ti', 'as', 'má', 'ti', 'co']",an·ti·as·má·ti·co,nome masculino,"['ɐ̃', 'tʃi', 'aʒ', 'mˈa', 'tʃi', 'kʊ']",ɐ̃.tʃi.aʒ.mˈa.tʃi.kʊ,3,antepenultima,mˈa,tʃi,kʊ
antiatómico,"['an', 'ti', 'a', 'tó', 'mi', 'co']",an·ti·a·tó·mi·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'tˈɔ̃', 'mi', 'kʊ']",ɐ̃.tʃi.a.tˈɔ̃.mi.kʊ,3,antepenultima,tˈɔ̃,mi,kʊ
antiatômico,"['an', 'ti', 'a', 'tô', 'mi', 'co']",an·ti·a·tô·mi·co,adjetivo,"['ɐ̃', 'tʃi', 'a', 'tˈõ', 'mi', 'kʊ']",ɐ̃.tʃi.a.tˈõ.mi.kʊ,3,antepenultima,tˈõ,mi,kʊ
antibacteriano,"['an', 'ti', 'bac', 'te', 'ri', 'a', 'no']",an·ti·bac·te·ri·a·no,adjetivo,"['ɐ̃', 'tʃi', 'ba', 'ki', 'te', 'ɾi', 'ˈɐ̃', 'nʊ']",ɐ̃.tʃi.ba.ki.te.ɾi.ˈɐ̃.nʊ,2,penultima,ɾi,ˈɐ̃,nʊ
antibalístico,"['an', 'ti', 'ba', 'lís', 'ti', 'co']",an·ti·ba·lís·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'ba', 'lˈiʃ', 'tʃi', 'kʊ']",ɐ̃.tʃi.ba.lˈiʃ.tʃi.kʊ,3,antepenultima,lˈiʃ,tʃi,kʊ
antibáquico,"['an', 'ti', 'bá', 'qui', 'co']",an·ti·bá·qui·co,adjetivo,"['ɐ̃', 'tʃi', 'bˈa', 'ki', 'kʊ']",ɐ̃.tʃi.bˈa.ki.kʊ,3,antepenultima,bˈa,ki,kʊ
antibíblico,"['an', 'ti', 'bí', 'bli', 'co']",an·ti·bí·bli·co,adjetivo,"['ɐ̃', 'tʃi', 'bˈi', 'bli', 'kʊ']",ɐ̃.tʃi.bˈi.bli.kʊ,3,antepenultima,bˈi,bli,kʊ
antibilioso,"['an', 'ti', 'bi', 'li', 'o', 'so']",an·ti·bi·li·o·so,adjetivo,"['ɐ̃', 'tʃi', 'bi', 'ljˈo', 'zʊ']",ɐ̃.tʃi.bi.ljˈo.zʊ,2,penultima,bi,ljˈo,zʊ
antibiótico,"['an', 'ti', 'bi', 'ó', 'ti', 'co']",an·ti·bi·ó·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'bjˈɔ', 'tʃi', 'kʊ']",ɐ̃.tʃi.bjˈɔ.tʃi.kʊ,3,antepenultima,bjˈɔ,tʃi,kʊ
antibiótico,"['an', 'ti', 'bi', 'ó', 'ti', 'co']",an·ti·bi·ó·ti·co,nome masculino,"['ɐ̃', 'tʃi', 'bjˈɔ', 'tʃi', 'kʊ']",ɐ̃.tʃi.bjˈɔ.tʃi.kʊ,3,antepenultima,bjˈɔ,tʃi,kʊ
antibritânico,"['an', 'ti', 'bri', 'tâ', 'ni', 'co']",an·ti·bri·tâ·ni·co,adjetivo,"['ɐ̃', 'tʃi', 'bɾi', 'tˈɐ̃', 'ni', 'kʊ']",ɐ̃.tʃi.bɾi.tˈɐ̃.ni.kʊ,3,antepenultima,tˈɐ̃,ni,kʊ
antibula,"['an', 'ti', 'bu', 'la']",an·ti·bu·la,nome feminino,"['ɐ̃', 'tʃi', 'bˈu', 'lɐ']",ɐ̃.tʃi.bˈu.lɐ,2,penultima,tʃi,bˈu,lɐ
antiburocrático,"['an', 'ti', 'bu', 'ro', 'crá', 'ti', 'co']",an·ti·bu·ro·crá·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'bu', 'ɾo', 'kɾˈa', 'tʃi', 'kʊ']",ɐ̃.tʃi.bu.ɾo.kɾˈa.tʃi.kʊ,3,antepenultima,kɾˈa,tʃi,kʊ
anticalcário,"['an', 'ti', 'cal', 'cá', 'ri', 'o']",an·ti·cal·cá·ri·o,adjetivo,"['ɐ̃', 'tʃi', 'kaw', 'kˈa', 'ɾjʊ']",ɐ̃.tʃi.kaw.kˈa.ɾjʊ,3,antepenultima,kaw,kˈa,ɾjʊ
anticancerígeno,"['an', 'ti', 'can', 'ce', 'rí', 'ge', 'no']",an·ti·can·ce·rí·ge·no,adjetivo,"['ɐ̃', 'tʃi', 'kɐ̃', 'se', 'ɾˈi', 'ʒẽ', 'nʊ']",ɐ̃.tʃi.kɐ̃.se.ɾˈi.ʒẽ.nʊ,3,antepenultima,ɾˈi,ʒẽ,nʊ
anticanceroso,"['an', 'ti', 'can', 'ce', 'ro', 'so']",an·ti·can·ce·ro·so,adjetivo,"['ɐ̃', 'tʃi', 'kɐ̃', 'se', 'ɾˈo', 'zʊ']",ɐ̃.tʃi.kɐ̃.se.ɾˈo.zʊ,2,penultima,se,ɾˈo,zʊ
anticanónico,"['an', 'ti', 'ca', 'nó', 'ni', 'co']",an·ti·ca·nó·ni·co,adjetivo,"['ɐ̃', 'tʃi', 'kã', 'nˈɔ̃', 'ni', 'kʊ']",ɐ̃.tʃi.kã.nˈɔ̃.ni.kʊ,3,antepenultima,nˈɔ̃,ni,kʊ
anticanônico,"['an', 'ti', 'ca', 'nô', 'ni', 'co']",an·ti·ca·nô·ni·co,adjetivo,"['ɐ̃', 'tʃi', 'kã', 'nˈõ', 'ni', 'kʊ']",ɐ̃.tʃi.kã.nˈõ.ni.kʊ,3,antepenultima,nˈõ,ni,kʊ
anticapitalista,"['an', 'ti', 'ca', 'pi', 'ta', 'lis', 'ta']",an·ti·ca·pi·ta·lis·ta,adjetivo,"['ɐ̃', 'tʃi', 'ka', 'pi', 'ta', 'lˈiʃ', 'tɐ']",ɐ̃.tʃi.ka.pi.ta.lˈiʃ.tɐ,2,penultima,ta,lˈiʃ,tɐ
anticaquético,"['an', 'ti', 'ca', 'qué', 'ti', 'co']",an·ti·ca·qué·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'ka', 'kˈɛ', 'tʃi', 'kʊ']",ɐ̃.tʃi.ka.kˈɛ.tʃi.kʊ,3,antepenultima,kˈɛ,tʃi,kʊ
anticardeal,"['an', 'ti', 'car', 'de', 'al']",an·ti·car·de·al,nome masculino,"['ɐ̃', 'tʃi', 'kaɦ', 'dʒi', 'ˈaw']",ɐ̃.tʃi.kaɦ.dʒi.ˈaw,1,ultima,kaɦ,dʒi,ˈaw
anticarro,"['an', 'ti', 'car', 'ro']",an·ti·car·ro,adjetivo,"['ɐ̃', 'tʃi', 'kˈa', 'ɦʊ']",ɐ̃.tʃi.kˈa.ɦʊ,2,penultima,tʃi,kˈa,ɦʊ
anticaspa,"['an', 'ti', 'cas', 'pa']",an·ti·cas·pa,adjetivo,"['ɐ̃', 'tʃi', 'kˈaʃ', 'pɐ']",ɐ̃.tʃi.kˈaʃ.pɐ,2,penultima,tʃi,kˈaʃ,pɐ
anticatártico,"['an', 'ti', 'ca', 'tár', 'ti', 'co']",an·ti·ca·tár·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'ka', 'tˈah', 'tʃi', 'kʊ']",ɐ̃.tʃi.ka.tˈah.tʃi.kʊ,3,antepenultima,tˈah,tʃi,kʊ
anticategoria,"['an', 'ti', 'ca', 'te', 'go', 'ri', 'a']",an·ti·ca·te·go·ri·a,nome feminino,"['ɐ̃', 'tʃi', 'ka', 'te', 'go', 'ɾˈi', 'ɐ']",ɐ̃.tʃi.ka.te.go.ɾˈi.ɐ,2,penultima,go,ɾˈi,ɐ
anticatódico,"['an', 'ti', 'ca', 'tó', 'di', 'co']",an·ti·ca·tó·di·co,adjetivo,"['ɐ̃', 'tʃi', 'ka', 'tˈɔ', 'dʒi', 'kʊ']",ɐ̃.tʃi.ka.tˈɔ.dʒi.kʊ,3,antepenultima,tˈɔ,dʒi,kʊ
anticatólica,"['an', 'ti', 'ca', 'tó', 'li', 'ca']",an·ti·ca·tó·li·ca,nome feminino,"['ɐ̃', 'tʃi', 'ka', 'tˈɔ', 'li', 'kɐ']",ɐ̃.tʃi.ka.tˈɔ.li.kɐ,3,antepenultima,tˈɔ,li,kɐ
anticatolicismo,"['an', 'ti', 'ca', 'to', 'li', 'cis', 'mo']",an·ti·ca·to·li·cis·mo,nome masculino,"['ɐ̃', 'tʃi', 'ka', 'to', 'li', 'sˈiʒ', 'mʊ']",ɐ̃.tʃi.ka.to.li.sˈiʒ.mʊ,2,penultima,li,sˈiʒ,mʊ
anticatólico,"['an', 'ti', 'ca', 'tó', 'li', 'co']",an·ti·ca·tó·li·co,adjetivo,"['ɐ̃', 'tʃi', 'ka', 'tˈɔ', 'li', 'kʊ']",ɐ̃.tʃi.ka.tˈɔ.li.kʊ,3,antepenultima,tˈɔ,li,kʊ
anticatólico,"['an', 'ti', 'ca', 'tó', 'li', 'co']",an·ti·ca·tó·li·co,nome masculino,"['ɐ̃', 'tʃi', 'ka', 'tˈɔ', 'li', 'kʊ']",ɐ̃.tʃi.ka.tˈɔ.li.kʊ,3,antepenultima,tˈɔ,li,kʊ
anticáustico,"['an', 'ti', 'cáus', 'ti', 'co']",an·ti·cáus·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'kˈawʃ', 'tʃi', 'kʊ']",ɐ̃.tʃi.kˈawʃ.tʃi.kʊ,3,antepenultima,kˈawʃ,tʃi,kʊ
anticavaquismo,"['an', 'ti', 'ca', 'va', 'quis', 'mo']",an·ti·ca·va·quis·mo,nome masculino,"['ɐ̃', 'tʃi', 'ka', 'va', 'kˈiʒ', 'mʊ']",ɐ̃.tʃi.ka.va.kˈiʒ.mʊ,2,penultima,va,kˈiʒ,mʊ
anticéptico,"['an', 'ti', 'cép', 'ti', 'co']",an·ti·cép·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'sˈɛ', 'pi', 'tʃi', 'kʊ']",ɐ̃.tʃi.sˈɛ.pi.tʃi.kʊ,3,antepenultima,pi,tʃi,kʊ
anticéptico,"['an', 'ti', 'cép', 'ti', 'co']",an·ti·cép·ti·co,nome masculino,"['ɐ̃', 'tʃi', 'sˈɛ', 'pi', 'tʃi', 'kʊ']",ɐ̃.tʃi.sˈɛ.pi.tʃi.kʊ,3,antepenultima,pi,tʃi,kʊ
anticeticismo,"['an', 'ti', 'ce', 'ti', 'cis', 'mo']",an·ti·ce·ti·cis·mo,nome masculino,"['ɐ̃', 'tʃi', 'se', 'tʃi', 'sˈiʒ', 'mʊ']",ɐ̃.tʃi.se.tʃi.sˈiʒ.mʊ,2,penultima,tʃi,sˈiʒ,mʊ
anticético,"['an', 'ti', 'cé', 'ti', 'co']",an·ti·cé·ti·co,adjetivo,"['ɐ̃', 'tʃi', 'sˈe', 'tʃi', 'kʊ']",ɐ̃.tʃi.sˈe.tʃi.kʊ,3,antepenultima,sˈe,tʃi,kʊ
anticético,"['an', 'ti', 'cé', 'ti', 'co']",an·ti·cé·ti·co,nome masculino,"['ɐ̃', 'tʃi', 'sˈe', 'tʃi', 'kʊ']",ɐ̃.tʃi.sˈe.tʃi.kʊ,3,antepenultima,sˈe,tʃi,kʊ
antichoque,"['an', 'ti', 'cho', 'que']",an·ti·cho·que,adjetivo,"['ɐ̃', 'tʃi', 'ʃˈɔ', 'kɪ']",ɐ̃.tʃi.ʃˈɔ.kɪ,2,penultima,tʃi,ʃˈɔ,kɪ
anticiclone,"['an', 'ti', 'ci', 'clo', 'ne']",an·ti·ci·clo·ne,nome masculino,"['ɐ̃', 'tʃi', 'si', 'klˈɔ̃', 'nɪ']",ɐ̃.tʃi.si.klˈɔ̃.nɪ,2,penultima,si,klˈɔ̃,nɪ
