palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
xilófago,"['xi', 'ló', 'fa', 'go']",xi·ló·fa·go,nome masculino,"['ʃi', 'lˈɔ', 'fa', 'gʊ']",ʃi.lˈɔ.fa.gʊ,3,antepenultima,lˈɔ,fa,gʊ
xilofone,"['xi', 'lo', 'fo', 'ne']",xi·lo·fo·ne,nome masculino,"['ʃi', 'lo', 'fˈɔ̃', 'nɪ']",ʃi.lo.fˈɔ̃.nɪ,2,penultima,lo,fˈɔ̃,nɪ
xilogravador,"['xi', 'lo', 'gra', 'va', 'dor']",xi·lo·gra·va·dor,adjetivo,"['ʃi', 'lo', 'gɾa', 'va', 'dˈo']",ʃi.lo.gɾa.va.dˈo,1,ultima,gɾa,va,dˈo
xilogravador,"['xi', 'lo', 'gra', 'va', 'dor']",xi·lo·gra·va·dor,nome masculino,"['ʃi', 'lo', 'gɾa', 'va', 'dˈo']",ʃi.lo.gɾa.va.dˈo,1,ultima,gɾa,va,dˈo
xilogravura,"['xi', 'lo', 'gra', 'vu', 'ra']",xi·lo·gra·vu·ra,nome feminino,"['ʃi', 'lo', 'gɾa', 'vˈu', 'ɾɐ']",ʃi.lo.gɾa.vˈu.ɾɐ,2,penultima,gɾa,vˈu,ɾɐ
xiluva,"['xi', 'lu', 'va']",xi·lu·va,nome feminino,"['ʃi', 'lˈu', 'vɐ']",ʃi.lˈu.vɐ,2,penultima,ʃi,lˈu,vɐ
xinga,"['xin', 'ga']",xin·ga,nome feminino,"['ʃˈĩ', 'gɐ']",ʃˈĩ.gɐ,2,penultima,,ʃˈĩ,gɐ
xingar,"['xin', 'gar']",xin·gar,verbo,"['ʃĩ', 'gˈa']",ʃĩ.gˈa,1,ultima,,ʃĩ,gˈa
xintoísmo,"['xin', 'to', 'ís', 'mo']",xin·to·ís·mo,nome masculino,"['ʃĩ', 'to', 'ˈiʒ', 'mʊ']",ʃĩ.to.ˈiʒ.mʊ,2,penultima,to,ˈiʒ,mʊ
xintoísta,"['xin', 'to', 'ís', 'ta']",xin·to·ís·ta,nome masculino,"['ʃĩ', 'to', 'ˈiʃ', 'tɐ']",ʃĩ.to.ˈiʃ.tɐ,2,penultima,to,ˈiʃ,tɐ
xintoísta,"['xin', 'to', 'ís', 'ta']",xin·to·ís·ta,adjetivo,"['ʃĩ', 'to', 'ˈiʃ', 'tɐ']",ʃĩ.to.ˈiʃ.tɐ,2,penultima,to,ˈiʃ,tɐ
xintoísta,"['xin', 'to', 'ís', 'ta']",xin·to·ís·ta,nome feminino,"['ʃĩ', 'to', 'ˈiʃ', 'tɐ']",ʃĩ.to.ˈiʃ.tɐ,2,penultima,to,ˈiʃ,tɐ
xipalapala,"['xi', 'pa', 'la', 'pa', 'la']",xi·pa·la·pa·la,nome feminino,"['ʃi', 'pa', 'la', 'pˈa', 'lɐ']",ʃi.pa.la.pˈa.lɐ,2,penultima,la,pˈa,lɐ
