palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
nacionalista,"['na', 'ci', 'o', 'na', 'lis', 'ta']",na·ci·o·na·lis·ta,adjetivo,"['na', 'sjõ', 'na', 'lˈiʃ', 'tɐ']",na.sjõ.na.lˈiʃ.tɐ,2,penultima,na,lˈiʃ,tɐ
nacionalista,"['na', 'ci', 'o', 'na', 'lis', 'ta']",na·ci·o·na·lis·ta,nome feminino,"['na', 'sjõ', 'na', 'lˈiʃ', 'tɐ']",na.sjõ.na.lˈiʃ.tɐ,2,penultima,na,lˈiʃ,tɐ
nacionalização,"['na', 'ci', 'o', 'na', 'li', 'za', 'ção']",na·ci·o·na·li·za·ção,nome feminino,"['na', 'sjõ', 'na', 'li', 'za', 'sˈɐ̃w']",na.sjõ.na.li.za.sˈɐ̃w,1,ultima,li,za,sˈɐ̃w
nacionalizado,"['na', 'ci', 'o', 'na', 'li', 'za', 'do']",na·ci·o·na·li·za·do,adjetivo,"['na', 'sjõ', 'na', 'li', 'zˈa', 'dʊ']",na.sjõ.na.li.zˈa.dʊ,2,penultima,li,zˈa,dʊ
nacionalizador,"['na', 'ci', 'o', 'na', 'li', 'za', 'dor']",na·ci·o·na·li·za·dor,adjetivo,"['na', 'sjõ', 'na', 'li', 'za', 'dˈo']",na.sjõ.na.li.za.dˈo,1,ultima,li,za,dˈo
nacionalizar,"['na', 'ci', 'o', 'na', 'li', 'zar']",na·ci·o·na·li·zar,verbo,"['na', 'sjõ', 'na', 'li', 'zˈa']",na.sjõ.na.li.zˈa,1,ultima,na,li,zˈa
nacionalmente,"['na', 'ci', 'o', 'nal', 'men', 'te']",na·ci·o·nal·men·te,advérbio,"['na', 'sjõ', 'naw', 'mˈẽ', 'tʃɪ']",na.sjõ.naw.mˈẽ.tʃɪ,2,penultima,naw,mˈẽ,tʃɪ
naco,"['na', 'co']",na·co,nome masculino,"['nˈa', 'kʊ']",nˈa.kʊ,2,penultima,,nˈa,kʊ
nada,"['na', 'da']",na·da,advérbio,"['nˈa', 'dɐ']",nˈa.dɐ,2,penultima,,nˈa,dɐ
nada,"['na', 'da']",na·da,pronome,"['nˈa', 'dɐ']",nˈa.dɐ,2,penultima,,nˈa,dɐ
nada,"['na', 'da']",na·da,nome masculino,"['nˈa', 'dɐ']",nˈa.dɐ,2,penultima,,nˈa,dɐ
nada,"['na', 'da']",na·da,nome feminino,"['nˈa', 'dɐ']",nˈa.dɐ,2,penultima,,nˈa,dɐ
nadador,"['na', 'da', 'dor']",na·da·dor,adjetivo,"['na', 'da', 'dˈo']",na.da.dˈo,1,ultima,na,da,dˈo
nadador,"['na', 'da', 'dor']",na·da·dor,nome masculino,"['na', 'da', 'dˈo']",na.da.dˈo,1,ultima,na,da,dˈo
nadador-salvador,"['na', 'da', 'dor', 'sal', 'va', 'dor']",na·da·dor-sal·va·dor,nome masculino,"['na', 'da', 'dˌoɾ', 'saw', 'va', 'dˈo']",na.da.dˌoɾ.saw.va.dˈo,1,ultima,saw,va,dˈo
