palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
tacanho,"['ta', 'ca', 'nho']",ta·ca·nho,adjetivo,"['ta', 'kˈɐ̃', 'ɲʊ']",ta.kˈɐ̃.ɲʊ,2,penultima,ta,kˈɐ̃,ɲʊ
tacanho,"['ta', 'ca', 'nho']",ta·ca·nho,nome masculino,"['ta', 'kˈɐ̃', 'ɲʊ']",ta.kˈɐ̃.ɲʊ,2,penultima,ta,kˈɐ̃,ɲʊ
tacão,"['ta', 'cão']",ta·cão,nome masculino,"['ta', 'kˈɐ̃w']",ta.kˈɐ̃w,1,ultima,,ta,kˈɐ̃w
tacão,"['ta', 'cão']",ta·cão,adjetivo,"['ta', 'kˈɐ̃w']",ta.kˈɐ̃w,1,ultima,,ta,kˈɐ̃w
tacar,"['ta', 'car']",ta·car,verbo,"['ta', 'kˈa']",ta.kˈa,1,ultima,,ta,kˈa
tacha,"['ta', 'cha']",ta·cha,nome feminino,"['tˈa', 'ʃɐ']",tˈa.ʃɐ,2,penultima,,tˈa,ʃɐ
tachada,"['ta', 'cha', 'da']",ta·cha·da,nome feminino,"['ta', 'ʃˈa', 'dɐ']",ta.ʃˈa.dɐ,2,penultima,ta,ʃˈa,dɐ
tachado,"['ta', 'cha', 'do']",ta·cha·do,adjetivo,"['ta', 'ʃˈa', 'dʊ']",ta.ʃˈa.dʊ,2,penultima,ta,ʃˈa,dʊ
tachão,"['ta', 'chão']",ta·chão,nome masculino,"['ta', 'ʃˈɐ̃w']",ta.ʃˈɐ̃w,1,ultima,,ta,ʃˈɐ̃w
tachar,"['ta', 'char']",ta·char,verbo,"['ta', 'ʃˈa']",ta.ʃˈa,1,ultima,,ta,ʃˈa
tachismo,"['ta', 'chis', 'mo']",ta·chis·mo,nome masculino,"['ta', 'ʃˈiʒ', 'mʊ']",ta.ʃˈiʒ.mʊ,2,penultima,ta,ʃˈiʒ,mʊ
tachista,"['ta', 'chis', 'ta']",ta·chis·ta,adjetivo,"['ta', 'ʃˈiʃ', 'tɐ']",ta.ʃˈiʃ.tɐ,2,penultima,ta,ʃˈiʃ,tɐ
tachista,"['ta', 'chis', 'ta']",ta·chis·ta,nome masculino,"['ta', 'ʃˈiʃ', 'tɐ']",ta.ʃˈiʃ.tɐ,2,penultima,ta,ʃˈiʃ,tɐ
tacho,"['ta', 'cho']",ta·cho,nome masculino,"['tˈa', 'ʃʊ']",tˈa.ʃʊ,2,penultima,,tˈa,ʃʊ
tacitamente,"['ta', 'ci', 'ta', 'men', 'te']",ta·ci·ta·men·te,advérbio,"['ta', 'si', 'tã', 'mˈẽ', 'tʃɪ']",ta.si.tã.mˈẽ.tʃɪ,2,penultima,tã,mˈẽ,tʃɪ
tácito,"['tá', 'ci', 'to']",tá·ci·to,adjetivo,"['tˈa', 'si', 'tʊ']",tˈa.si.tʊ,3,antepenultima,tˈa,si,tʊ
taciturnamente,"['ta', 'ci', 'tur', 'na', 'men', 'te']",ta·ci·tur·na·men·te,advérbio,"['ta', 'si', 'tuɦ', 'nã', 'mˈẽ', 'tʃɪ']",ta.si.tuɦ.nã.mˈẽ.tʃɪ,2,penultima,nã,mˈẽ,tʃɪ
taciturno,"['ta', 'ci', 'tur', 'no']",ta·ci·tur·no,adjetivo,"['ta', 'si', 'tˈuɦ', 'nʊ']",ta.si.tˈuɦ.nʊ,2,penultima,si,tˈuɦ,nʊ
taco,"['ta', 'co']",ta·co,nome masculino,"['tˈa', 'kʊ']",tˈa.kʊ,2,penultima,,tˈa,kʊ
