palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
especioso,"['es', 'pe', 'ci', 'o', 'so']",es·pe·ci·o·so,adjetivo,"['iʃ', 'pe', 'sjˈo', 'zʊ']",iʃ.pe.sjˈo.zʊ,2,penultima,pe,sjˈo,zʊ
espectador,"['es', 'pec', 'ta', 'dor']",es·pec·ta·dor,adjetivo,"['iʃ', 'pe', 'kə', 'ta', 'dˈo']",iʃ.pe.kə.ta.dˈo,1,ultima,kə,ta,dˈo
espectador,"['es', 'pec', 'ta', 'dor']",es·pec·ta·dor,nome masculino,"['iʃ', 'pe', 'kə', 'ta', 'dˈo']",iʃ.pe.kə.ta.dˈo,1,ultima,kə,ta,dˈo
espectadora,"['es', 'pec', 'ta', 'do', 'ra']",es·pec·ta·do·ra,nome feminino,"['iʃ', 'pe', 'kə', 'ta', 'dˈo', 'ɾɐ']",iʃ.pe.kə.ta.dˈo.ɾɐ,2,penultima,ta,dˈo,ɾɐ
espectar,"['es', 'pec', 'tar']",es·pec·tar,verbo,"['iʃ', 'pe', 'kə', 'tˈa']",iʃ.pe.kə.tˈa,1,ultima,pe,kə,tˈa
espectral,"['es', 'pec', 'tral']",es·pec·tral,adjetivo,"['iʃ', 'pek', 'tɾˈaw']",iʃ.pek.tɾˈaw,1,ultima,iʃ,pek,tɾˈaw
espectro,"['es', 'pec', 'tro']",es·pec·tro,nome masculino,"['iʃ', 'pˈɛk', 'tɾʊ']",iʃ.pˈɛk.tɾʊ,2,penultima,iʃ,pˈɛk,tɾʊ
espectrofotometria,"['es', 'pec', 'tro', 'fo', 'to', 'me', 'tri', 'a']",es·pec·tro·fo·to·me·tri·a,nome feminino,"['iʃ', 'pek', 'tɾo', 'fo', 'tõ', 'me', 'tɾˈi', 'ɐ']",iʃ.pek.tɾo.fo.tõ.me.tɾˈi.ɐ,2,penultima,me,tɾˈi,ɐ
espectrofotómetro,"['es', 'pec', 'tro', 'fo', 'tó', 'me', 'tro']",es·pec·tro·fo·tó·me·tro,nome masculino,"['iʃ', 'pek', 'tɾo', 'fo', 'tˈɔ̃', 'me', 'tɾʊ']",iʃ.pek.tɾo.fo.tˈɔ̃.me.tɾʊ,3,antepenultima,tˈɔ̃,me,tɾʊ
espectrógrafo,"['es', 'pec', 'tró', 'gra', 'fo']",es·pec·tró·gra·fo,nome masculino,"['iʃ', 'pek', 'tɾˈɔ', 'gɾa', 'fʊ']",iʃ.pek.tɾˈɔ.gɾa.fʊ,3,antepenultima,tɾˈɔ,gɾa,fʊ
