palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
intitulação,"['in', 'ti', 'tu', 'la', 'ção']",in·ti·tu·la·ção,nome feminino,"['ĩ', 'tʃi', 'tu', 'la', 'sˈɐ̃w']",ĩ.tʃi.tu.la.sˈɐ̃w,1,ultima,tu,la,sˈɐ̃w
intitular,"['in', 'ti', 'tu', 'lar']",in·ti·tu·lar,verbo,"['ĩ', 'tʃi', 'tu', 'lˈa']",ĩ.tʃi.tu.lˈa,1,ultima,tʃi,tu,lˈa
intocabilidade,"['in', 'to', 'ca', 'bi', 'li', 'da', 'de']",in·to·ca·bi·li·da·de,nome feminino,"['ĩ', 'to', 'ka', 'bi', 'li', 'dˈa', 'dʒɪ']",ĩ.to.ka.bi.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
intocado,"['in', 'to', 'ca', 'do']",in·to·ca·do,adjetivo,"['ĩ', 'to', 'kˈa', 'dʊ']",ĩ.to.kˈa.dʊ,2,penultima,to,kˈa,dʊ
intocável,"['in', 'to', 'cá', 'vel']",in·to·cá·vel,adjetivo,"['ĩ', 'to', 'kˈa', 'vew']",ĩ.to.kˈa.vew,2,penultima,to,kˈa,vew
intocável,"['in', 'to', 'cá', 'vel']",in·to·cá·vel,nome masculino,"['ĩ', 'to', 'kˈa', 'vew']",ĩ.to.kˈa.vew,2,penultima,to,kˈa,vew
intolerabilidade,"['in', 'to', 'le', 'ra', 'bi', 'li', 'da', 'de']",in·to·le·ra·bi·li·da·de,nome feminino,"['ĩ', 'to', 'le', 'ɾa', 'bi', 'li', 'dˈa', 'dʒɪ']",ĩ.to.le.ɾa.bi.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
intolerado,"['in', 'to', 'le', 'ra', 'do']",in·to·le·ra·do,adjetivo,"['ĩ', 'to', 'le', 'ɾˈa', 'dʊ']",ĩ.to.le.ɾˈa.dʊ,2,penultima,le,ɾˈa,dʊ
intolerância,"['in', 'to', 'le', 'rân', 'ci', 'a']",in·to·le·rân·ci·a,nome feminino,"['ĩ', 'to', 'le', 'ɾˈɐ̃', 'sjɐ']",ĩ.to.le.ɾˈɐ̃.sjɐ,3,antepenultima,le,ɾˈɐ̃,sjɐ
intolerante,"['in', 'to', 'le', 'ran', 'te']",in·to·le·ran·te,adjetivo,"['ĩ', 'to', 'le', 'ɾˈɐ̃', 'tʃɪ']",ĩ.to.le.ɾˈɐ̃.tʃɪ,2,penultima,le,ɾˈɐ̃,tʃɪ
intolerante,"['in', 'to', 'le', 'ran', 'te']",in·to·le·ran·te,nome masculino,"['ĩ', 'to', 'le', 'ɾˈɐ̃', 'tʃɪ']",ĩ.to.le.ɾˈɐ̃.tʃɪ,2,penultima,le,ɾˈɐ̃,tʃɪ
