palavra,divisao,categoria,fonetica,tonic
galvanizado,"['gal', 'va', 'ni', 'za', 'do']",adjetivo,"['gaw', 'vã', 'ni', 'zˈa', 'dʊ']",2
galvanizador,"['gal', 'va', 'ni', 'za', 'dor']",adjetivo,"['gaw', 'vã', 'ni', 'za', 'dˈo']",1
galvanizador,"['gal', 'va', 'ni', 'za', 'dor']",nome masculino,"['gaw', 'vã', 'ni', 'za', 'dˈo']",1
galvanizadora,"['gal', 'va', 'ni', 'za', 'do', 'ra']",nome feminino,"['gaw', 'vã', 'ni', 'za', 'dˈo', 'ɾɐ']",2
galvanizante,"['gal', 'va', 'ni', 'zan', 'te']",adjetivo,"['gaw', 'vã', 'ni', 'zˈɐ̃', 'tʃɪ']",2
galvanizar,"['gal', 'va', 'ni', 'zar']",verbo,"['gaw', 'vã', 'ni', 'zˈa']",1
galvanoplastia,"['gal', 'va', 'no', 'plas', 'ti', 'a']",nome feminino,"['gaw', 'vã', 'no', 'plaʃ', 'tʃˈi', 'ɐ']",2
gama,"['ga', 'ma']",nome masculino,"['gˈɐ̃', 'mɐ']",2
gama,"['ga', 'ma']",nome feminino,"['gˈɐ̃', 'mɐ']",2
gamado,"['ga', 'ma', 'do']",adjetivo,"['gã', 'mˈa', 'dʊ']",2
gamagrafia,"['ga', 'ma', 'gra', 'fi', 'a']",nome feminino,"['gã', 'ma', 'gɾa', 'fˈi', 'ɐ']",2
gamanço,"['ga', 'man', 'ço']",nome masculino,"['gã', 'mˈɐ̃', 'sʊ']",2
gamão,"['ga', 'mão']",nome masculino,"['gã', 'mˈɐ̃w']",1
gamar,"['ga', 'mar']",verbo,"['gã', 'mˈa']",1
gamarra,"['ga', 'mar', 'ra']",nome feminino,"['gã', 'mˈa', 'ɦɐ']",2
gamba,"['gam', 'ba']",nome feminino,"['gˈɐ̃', 'bɐ']",2
gambá,"['gam', 'bá']",nome masculino,"['gɐ̃', 'bˈa']",1
gambelar,"['gam', 'be', 'lar']",verbo,"['gɐ̃', 'be', 'lˈa']",1
gâmbia,"['gâm', 'bi', 'a']",nome feminino,"['gˈɐ̃', 'bjɐ']",3
gambiana,"['gam', 'bi', 'a', 'na']",nome feminino,"['gɐ̃', 'bi', 'ˈɐ̃', 'nɐ']",2
gambiano,"['gam', 'bi', 'a', 'no']",adjetivo,"['gɐ̃', 'bi', 'ˈɐ̃', 'nʊ']",2
gambiano,"['gam', 'bi', 'a', 'no']",nome masculino,"['gɐ̃', 'bi', 'ˈɐ̃', 'nʊ']",2
gambiarra,"['gam', 'bi', 'ar', 'ra']",nome feminino,"['gɐ̃', 'bi', 'ˈa', 'ɦɐ']",2
gambito,"['gam', 'bi', 'to']",nome masculino,"['gɐ̃', 'bˈi', 'tʊ']",2
gambo,"['gam', 'bo']",adjetivo,"['gˈɐ̃', 'bʊ']",2
gambo,"['gam', 'bo']",nome masculino,"['gˈɐ̃', 'bʊ']",2
gamboa,"['gam', 'bo', 'a']",nome feminino,"['gɐ̃', 'bˈo', 'ɐ']",2
gambozino,"['gam', 'bo', 'zi', 'no']",nome masculino,"['gɐ̃', 'bo', 'zˈĩ', 'nʊ']",2
gameiro,"['ga', 'mei', 'ro']",adjetivo,"['gã', 'mˈej', 'ɾʊ']",2
gamela,"['ga', 'me', 'la']",nome feminino,"['gã', 'mˈɛ', 'lɐ']",2
gamelão,"['ga', 'me', 'lão']",nome masculino,"['gã', 'me', 'lˈɐ̃w']",1
gâmeta,"['gâ', 'me', 'ta']",nome masculino,"['gˈɐ̃', 'me', 'tɐ']",3
gamo,"['ga', 'mo']",nome masculino,"['gˈɐ̃', 'mʊ']",2
gana,"['ga', 'na']",nome feminino,"['gˈɐ̃', 'nɐ']",2
ganadaria,"['ga', 'na', 'da', 'ri', 'a']",nome feminino,"['gã', 'na', 'da', 'ɾˈi', 'ɐ']",2
ganadeiro,"['ga', 'na', 'dei', 'ro']",nome masculino,"['gã', 'na', 'dˈej', 'ɾʊ']",2
ganância,"['ga', 'nân', 'ci', 'a']",nome feminino,"['gã', 'nˈɐ̃', 'sjɐ']",3
gananciosa,"['ga', 'nan', 'ci', 'o', 'sa']",nome feminino,"['gã', 'nɐ̃', 'sjˈɔ', 'zɐ']",2
gananciosamente,"['ga', 'nan', 'ci', 'o', 'sa', 'men', 'te']",advérbio,"['gã', 'nɐ̃', 'sjɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
ganancioso,"['ga', 'nan', 'ci', 'o', 'so']",adjetivo,"['gã', 'nɐ̃', 'sjˈo', 'zʊ']",2
ganancioso,"['ga', 'nan', 'ci', 'o', 'so']",nome masculino,"['gã', 'nɐ̃', 'sjˈo', 'zʊ']",2
ganchar,"['gan', 'char']",verbo,"['gɐ̃', 'ʃˈa']",1
gancheta,"['gan', 'che', 'ta']",nome feminino,"['gɐ̃', 'ʃˈe', 'tɐ']",2
ganchinho,"['gan', 'chi', 'nho']",nome masculino,"['gɐ̃', 'ʃˈĩ', 'ɲʊ']",2
gancho,"['gan', 'cho']",nome masculino,"['gˈɐ̃', 'ʃʊ']",2
ganchorra,"['gan', 'chor', 'ra']",nome feminino,"['gɐ̃', 'ʃˈo', 'ɦɐ']",2
ganço,"['gan', 'ço']",nome masculino,"['gˈɐ̃', 'sʊ']",2
ganda,"['gan', 'da']",nome feminino,"['gˈɐ̃', 'dɐ']",2
gandaia,"['gan', 'dai', 'a']",nome feminino,"['gɐ̃', 'dˈaj', 'ɐ']",2
gandaiar,"['gan', 'dai', 'ar']",verbo,"['gɐ̃', 'daj', 'ˈa']",1
