palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
retroviral,adjetivo,"['re', 'tro', 'vi', 'ral']",-1,"['ɦe', 'tɾo', 'vi', 'ɾˈaw']",-1
retrovírus,nome masculino,"['re', 'tro', 'ví', 'rus']",-2,"['ɦe', 'tɾo', 'vˈi', 'ɾʊʃ']",-2
retrovisor,adjetivo,"['re', 'tro', 'vi', 'sor']",-1,"['ɦe', 'tɾo', 'vi', 'zˈo']",-1
retrovisor,nome masculino,"['re', 'tro', 'vi', 'sor']",-1,"['ɦe', 'tɾo', 'vi', 'zˈo']",-1
retrucar,verbo,"['re', 'tru', 'car']",-1,"['ɦe', 'tɾu', 'kˈa']",-1
retruque,nome masculino,"['re', 'tru', 'que']",-2,"['ɦe', 'tɾˈu', 'kɪ']",-2
retumbância,nome feminino,"['re', 'tum', 'bân', 'ci', 'a']",-3,"['ɦe', 'tũ', 'bˈɐ̃', 'sjɐ']",-2
retumbante,adjetivo,"['re', 'tum', 'ban', 'te']",-2,"['ɦe', 'tũ', 'bˈɐ̃', 'tʃɪ']",-2
retumbantemente,advérbio,"['re', 'tum', 'ban', 'te', 'men', 'te']",-2,"['ɦe', 'tũ', 'bɐ̃', 'tẽ', 'mˈẽ', 'tʃɪ']",-2
retumbar,verbo,"['re', 'tum', 'bar']",-1,"['ɦe', 'tũ', 'bˈaɾ']",-1
réu,adjetivo,['réu'],-1,['ɦˈɛw'],-1
réu,nome masculino,['réu'],-1,['ɦˈɛw'],-1
reuma,nome feminino,"['reu', 'ma']",-2,"['ɦe', 'ˈũ', 'mɐ']",-2
reumático,nome masculino,"['reu', 'má', 'ti', 'co']",-3,"['ɦẽw', 'mˈa', 'tʃi', 'kʊ']",-3
reumático,adjetivo,"['reu', 'má', 'ti', 'co']",-3,"['ɦẽw', 'mˈa', 'tʃi', 'kʊ']",-3
reumatismal,adjetivo,"['reu', 'ma', 'tis', 'mal']",-1,"['ɦẽw', 'ma', 'tʃiʒ', 'mˈaw']",-1
reumatismo,nome masculino,"['reu', 'ma', 'tis', 'mo']",-2,"['ɦẽw', 'ma', 'tʃˈiʒ', 'mʊ']",-2
reumatoide,adjetivo,"['reu', 'ma', 'toi', 'de']",-2,"['ɦẽw', 'ma', 'tˈɔj', 'dʒɪ']",-2
reumatologia,nome feminino,"['reu', 'ma', 'to', 'lo', 'gi', 'a']",-2,"['ɦẽw', 'ma', 'to', 'lo', 'ʒˈi', 'ɐ']",-2
reumatológico,adjetivo,"['reu', 'ma', 'to', 'ló', 'gi', 'co']",-3,"['ɦẽw', 'ma', 'to', 'lˈɔ', 'ʒi', 'kʊ']",-3
reumatologista,nome masculino,"['reu', 'ma', 'to', 'lo', 'gis', 'ta']",-2,"['ɦẽw', 'ma', 'to', 'lo', 'ʒˈiʃ', 'tɐ']",-2
reumatologista,nome feminino,"['reu', 'ma', 'to', 'lo', 'gis', 'ta']",-2,"['ɦẽw', 'ma', 'to', 'lo', 'ʒˈiʃ', 'tɐ']",-2
reunião,nome feminino,"['reu', 'ni', 'ão']",-1,"['ɦẽw', 'ni', 'ˈɐ̃w']",-1
reunido,adjetivo,"['reu', 'ni', 'do']",-2,"['ɦe', 'ũ', 'nˈi', 'dʊ']",-2
reunificação,nome feminino,"['reu', 'ni', 'fi', 'ca', 'ção']",-1,"['ɦe', 'ũ', 'ni', 'fi', 'ka', 'sˈɐ̃w']",-1
reunificador,adjetivo,"['reu', 'ni', 'fi', 'ca', 'dor']",-1,"['ɦe', 'ũ', 'ni', 'fi', 'ka', 'dˈoɾ']",-1
reunificador,nome masculino,"['reu', 'ni', 'fi', 'ca', 'dor']",-1,"['ɦe', 'ũ', 'ni', 'fi', 'ka', 'dˈoɾ']",-1
reunificar,verbo,"['reu', 'ni', 'fi', 'car']",-1,"['ɦe', 'ũ', 'ni', 'fi', 'kˈa']",-1
reunificável,adjetivo,"['reu', 'ni', 'fi', 'cá', 'vel']",-2,"['ɦe', 'ũ', 'ni', 'fi', 'kˈa', 'vew']",-2
reunir,verbo,"['reu', 'nir']",-1,"['ɦe', 'ũ', 'nˈi']",-1
reurbanização,nome feminino,"['re', 'ur', 'ba', 'ni', 'za', 'ção']",-1,"['ɦe', 'uɦ', 'bã', 'ni', 'za', 'sˈɐ̃w']",-1
reurbanizado,adjetivo,"['re', 'ur', 'ba', 'ni', 'za', 'do']",-2,"['ɦe', 'uɦ', 'bã', 'ni', 'zˈa', 'dʊ']",-2
reurbanizar,verbo,"['re', 'ur', 'ba', 'ni', 'zar']",-1,"['ɦe', 'uɦ', 'bã', 'ni', 'zˈaɾ']",-1
reusar,verbo,"['reu', 'sar']",-1,"['ɦe', 'u', 'zˈaɾ']",-1
reusável,adjetivo,"['reu', 'sá', 'vel']",-2,"['ɦe', 'u', 'zˈa', 'vew']",-2
reutilização,nome feminino,"['reu', 'ti', 'li', 'za', 'ção']",-1,"['ɦe', 'u', 'tʃi', 'li', 'za', 'sˈɐ̃w']",-1
reutilizar,verbo,"['reu', 'ti', 'li', 'zar']",-1,"['ɦe', 'u', 'tʃi', 'li', 'zˈa']",-1
reutilizável,adjetivo,"['reu', 'ti', 'li', 'zá', 'vel']",-2,"['ɦe', 'u', 'tʃi', 'li', 'zˈa', 'vew']",-2
revacinação,nome feminino,"['re', 'va', 'ci', 'na', 'ção']",-1,"['ɦe', 'va', 'sĩ', 'na', 'sˈɐ̃w']",-1
revacinar,verbo,"['re', 'va', 'ci', 'nar']",-1,"['ɦe', 'va', 'sĩ', 'nˈaɾ']",-1
revalidação,nome feminino,"['re', 'va', 'li', 'da', 'ção']",-1,"['ɦe', 'va', 'li', 'da', 'sˈɐ̃w']",-1
revalidar,verbo,"['re', 'va', 'li', 'dar']",-1,"['ɦe', 'va', 'li', 'dˈa']",-1
revalorização,nome feminino,"['re', 'va', 'lo', 'ri', 'za', 'ção']",-1,"['ɦe', 'va', 'lo', 'ɾi', 'za', 'sˈɐ̃w']",-1
revalorizador,adjetivo,"['re', 'va', 'lo', 'ri', 'za', 'dor']",-1,"['ɦe', 'va', 'lo', 'ɾi', 'za', 'dˈoɾ']",-1
revalorizar,verbo,"['re', 'va', 'lo', 'ri', 'zar']",-1,"['ɦe', 'va', 'lo', 'ɾi', 'zˈa']",-1
revalorizável,adjetivo,"['re', 'va', 'lo', 'ri', 'zá', 'vel']",-2,"['ɦe', 'va', 'lo', 'ɾi', 'zˈa', 'vew']",-2
revanche,nome feminino,"['re', 'van', 'che']",-2,"['ɦe', 'vˈɐ̃', 'ʃɪ']",-2
revanchismo,nome masculino,"['re', 'van', 'chis', 'mo']",-2,"['ɦe', 'vɐ̃', 'ʃˈiʒ', 'mʊ']",-2
revanchista,adjetivo,"['re', 'van', 'chis', 'ta']",-2,"['ɦe', 'vɐ̃', 'ʃˈiʃ', 'tɐ']",-2
revanchista,nome masculino,"['re', 'van', 'chis', 'ta']",-2,"['ɦe', 'vɐ̃', 'ʃˈiʃ', 'tɐ']",-2
revanchista,nome feminino,"['re', 'van', 'chis', 'ta']",-2,"['ɦe', 'vɐ̃', 'ʃˈiʃ', 'tɐ']",-2
revascularização,nome feminino,"['re', 'vas', 'cu', 'la', 'ri', 'za', 'ção']",-1,"['ɦe', 'vaʃ', 'ku', 'la', 'ɾi', 'za', 'sˈɐ̃w']",-1
revedor,nome masculino,"['re', 've', 'dor']",-1,"['ɦe', 'vɛ', 'dˈoɾ']",-1
