palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
laranjeira,nome feminino,"['la', 'ran', 'jei', 'ra']",-2,"['la', 'ɾɐ̃', 'ʒˈej', 'ɾɐ']",-2
laranjinha,nome feminino,"['la', 'ran', 'ji', 'nha']",-2,"['la', 'ɾɐ̃', 'ʒˈĩ', 'ɲɐ']",-2
laranjo,adjetivo,"['la', 'ran', 'jo']",-2,"['la', 'ɾˈɐ̃', 'ʒʊ']",-2
larápio,nome masculino,"['la', 'rá', 'pi', 'o']",-3,"['la', 'ɾˈa', 'pjʊ']",-2
lareira,nome feminino,"['la', 'rei', 'ra']",-2,"['la', 'ɾˈej', 'ɾɐ']",-2
lareiro,nome masculino,"['la', 'rei', 'ro']",-2,"['la', 'ɾˈej', 'ɾʊ']",-2
lareiro,adjetivo,"['la', 'rei', 'ro']",-2,"['la', 'ɾˈej', 'ɾʊ']",-2
lares,nome masculino,"['la', 'res']",-2,"['lˈa', 'ɾɪʃ']",-2
larga,nome feminino,"['lar', 'ga']",-2,"['lˈaɦ', 'gɐ']",-2
largada,nome feminino,"['lar', 'ga', 'da']",-2,"['laɦ', 'gˈa', 'dɐ']",-2
largado,adjetivo,"['lar', 'ga', 'do']",-2,"['laɦ', 'gˈa', 'dʊ']",-2
largamente,advérbio,"['lar', 'ga', 'men', 'te']",-2,"['laɦ', 'gã', 'mˈẽ', 'tʃɪ']",-2
largar,verbo,"['lar', 'gar']",-1,"['laɦ', 'gˈa']",-1
larghetto,nome masculino,"['lar', 'ghet', 'to']",-2,[''],0
largo,adjetivo,"['lar', 'go']",-2,"['lˈaɦ', 'gʊ']",-2
largo,nome masculino,"['lar', 'go']",-2,"['lˈaɦ', 'gʊ']",-2
largueza,nome feminino,"['lar', 'gue', 'za']",-2,"['laɦ', 'gˈe', 'zɐ']",-2
largura,nome feminino,"['lar', 'gu', 'ra']",-2,"['laɦ', 'gˈu', 'ɾɐ']",-2
lari,nome masculino,"['la', 'ri']",-1,"['la', 'ɾˈi']",-1
laringe,nome feminino,"['la', 'rin', 'ge']",-2,"['la', 'ɾˈĩ', 'ʒɪ']",-2
laringite,nome feminino,"['la', 'rin', 'gi', 'te']",-2,"['la', 'ɾĩ', 'ʒˈi', 'tʃɪ']",-2
larva,nome feminino,"['lar', 'va']",-2,"['lˈaɦ', 'vɐ']",-2
larvar,adjetivo,"['lar', 'var']",-1,"['laɦ', 'vˈa']",-1
lasanha,nome feminino,"['la', 'sa', 'nha']",-2,"['la', 'zˈɐ̃', 'ɲɐ']",-2
lasca,nome feminino,"['las', 'ca']",-2,"['lˈaʃ', 'kɐ']",-2
lascado,adjetivo,"['las', 'ca', 'do']",-2,"['laʃ', 'kˈa', 'dʊ']",-2
lascar,verbo,"['las', 'car']",-1,"['laʃ', 'kˈa']",-1
lascivamente,advérbio,"['las', 'ci', 'va', 'men', 'te']",-2,"['la', 'si', 'vã', 'mˈẽ', 'tʃɪ']",-2
lascívia,nome feminino,"['las', 'cí', 'vi', 'a']",-3,"['la', 'sˈi', 'vjɐ']",-2
lascivo,adjetivo,"['las', 'ci', 'vo']",-2,"['la', 'sˈi', 'vʊ']",-2
laser,nome masculino,"['la', 'ser']",-2,[''],0
lassar,verbo,"['las', 'sar']",-1,"['la', 'sˈa']",-1
lassidão,nome feminino,"['las', 'si', 'dão']",-1,"['la', 'si', 'dˈɐ̃w']",-1
lasso,adjetivo,"['las', 'so']",-2,"['lˈa', 'sʊ']",-2
lástima,nome feminino,"['lás', 'ti', 'ma']",-3,"['lˈaʃ', 'tʃĩ', 'mɐ']",-3
lastimado,adjetivo,"['las', 'ti', 'ma', 'do']",-2,"['laʃ', 'tʃĩ', 'mˈa', 'dʊ']",-2
lastimar,verbo,"['las', 'ti', 'mar']",-1,"['laʃ', 'tʃĩ', 'mˈa']",-1
lastimável,adjetivo,"['las', 'ti', 'má', 'vel']",-2,"['laʃ', 'tʃĩ', 'mˈa', 'vew']",-2
lastimoso,adjetivo,"['las', 'ti', 'mo', 'so']",-2,"['laʃ', 'tʃĩ', 'mˈo', 'zʊ']",-2
lastragem,nome feminino,"['las', 'tra', 'gem']",-2,"['laʃ', 'tɾˈa', 'ʒẽj']",-2
lastrar,verbo,"['las', 'trar']",-1,"['laʃ', 'tɾˈa']",-1
lastro,nome masculino,"['las', 'tro']",-2,"['lˈaʃ', 'tɾʊ']",-2
lata,nome masculino,"['la', 'ta']",-2,"['lˈa', 'tɐ']",-2
lata,nome feminino,"['la', 'ta']",-2,"['lˈa', 'tɐ']",-2
latada,nome feminino,"['la', 'ta', 'da']",-2,"['la', 'tˈa', 'dɐ']",-2
latagão,nome masculino,"['la', 'ta', 'gão']",-1,"['la', 'ta', 'gˈɐ̃w']",-1
latão,nome masculino,"['la', 'tão']",-1,"['la', 'tˈɐ̃w']",-1
late,nome masculino,"['la', 'te']",-2,"['lˈa', 'tʃɪ']",-2
latejante,adjetivo,"['la', 'te', 'jan', 'te']",-2,"['la', 'te', 'ʒˈɐ̃', 'tʃɪ']",-2
latejar,nome masculino,"['la', 'te', 'jar']",-1,"['la', 'te', 'ʒˈa']",-1
latejar,verbo,"['la', 'te', 'jar']",-1,"['la', 'te', 'ʒˈa']",-1
latência,nome feminino,"['la', 'tên', 'ci', 'a']",-3,"['la', 'tˈẽ', 'sjɐ']",-2
latente,adjetivo,"['la', 'ten', 'te']",-2,"['la', 'tˈẽ', 'tʃɪ']",-2
later,verbo,"['la', 'ter']",-1,"['la', 'tˈe']",-1
lateral,nome masculino,"['la', 'te', 'ral']",-1,"['la', 'te', 'ɾˈaw']",-1
lateral,adjetivo,"['la', 'te', 'ral']",-1,"['la', 'te', 'ɾˈaw']",-1
lateral,nome feminino,"['la', 'te', 'ral']",-1,"['la', 'te', 'ɾˈaw']",-1
lateralidade,nome feminino,"['la', 'te', 'ra', 'li', 'da', 'de']",-2,"['la', 'te', 'ɾa', 'li', 'dˈa', 'dʒɪ']",-2
lateralmente,advérbio,"['la', 'te', 'ral', 'men', 'te']",-2,"['la', 'te', 'ɾaw', 'mˈẽ', 'tʃɪ']",-2
látex,nome masculino,"['lá', 'tex']",-2,"['lˈa', 'teks']",-2
laticínio,nome masculino,"['la', 'ti', 'cí', 'ni', 'o']",-3,"['la', 'tʃi', 'sˈĩ', 'njʊ']",-2
latido,nome masculino,"['la', 'ti', 'do']",-2,"['la', 'tʃˈi', 'dʊ']",-2
latifundiária,nome feminino,"['la', 'ti', 'fun', 'di', 'á', 'ri', 'a']",-3,"['la', 'tʃi', 'fũ', 'dʒi', 'ˈa', 'ɾjɐ']",-2
latifundiário,adjetivo,"['la', 'ti', 'fun', 'di', 'á', 'ri', 'o']",-3,"['la', 'tʃi', 'fũ', 'dʒi', 'ˈa', 'ɾjʊ']",-2
latifundiário,nome masculino,"['la', 'ti', 'fun', 'di', 'á', 'ri', 'o']",-3,"['la', 'tʃi', 'fũ', 'dʒi', 'ˈa', 'ɾjʊ']",-2
latifúndio,nome masculino,"['la', 'ti', 'fún', 'di', 'o']",-3,"['la', 'tʃi', 'fˈũ', 'dʒjʊ']",-2
latim,nome masculino,"['la', 'tim']",-1,"['la', 'tʃˈĩ']",-1
latina,nome feminino,"['la', 'ti', 'na']",-2,"['la', 'tʃˈĩ', 'nɐ']",-2
latinar,verbo,"['la', 'ti', 'nar']",-1,"['la', 'tʃĩ', 'nˈa']",-1
latinidade,nome feminino,"['la', 'ti', 'ni', 'da', 'de']",-2,"['la', 'tʃĩ', 'ni', 'dˈa', 'dʒɪ']",-2
latinista,nome masculino,"['la', 'ti', 'nis', 'ta']",-2,"['la', 'tʃĩ', 'nˈiʃ', 'tɐ']",-2
latinista,nome feminino,"['la', 'ti', 'nis', 'ta']",-2,"['la', 'tʃĩ', 'nˈiʃ', 'tɐ']",-2
latinização,nome feminino,"['la', 'ti', 'ni', 'za', 'ção']",-1,"['la', 'tʃĩ', 'ni', 'za', 'sˈɐ̃w']",-1
latinizado,adjetivo,"['la', 'ti', 'ni', 'za', 'do']",-2,"['la', 'tʃĩ', 'ni', 'zˈa', 'dʊ']",-2
latinizar,verbo,"['la', 'ti', 'ni', 'zar']",-1,"['la', 'tʃĩ', 'ni', 'zˈa']",-1
latino,nome masculino,"['la', 'ti', 'no']",-2,"['la', 'tʃˈĩ', 'nʊ']",-2
latino,adjetivo,"['la', 'ti', 'no']",-2,"['la', 'tʃˈĩ', 'nʊ']",-2
latino-americana,nome feminino,"['la', 'ti', 'no', 'a', 'me', 'ri', 'ca', 'na']",-1,"['la', 'tʃˌĩ', 'no', 'ã', 'me', 'ɾi', 'kˈɐ̃', 'nɐ']",-2
