palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
cânula,nome feminino,"['câ', 'nu', 'la']",-3,"['kˈɐ̃', 'nu', 'lɐ']",-3
canyoning,nome masculino,"['ca', 'nyo', 'ning']",-3,[''],0
canzoada,nome feminino,"['can', 'zo', 'a', 'da']",-2,"['kɐ̃', 'zo', 'ˈa', 'dɐ']",-2
cão,adjetivo,['cão'],-1,['kˈɐ̃w'],-1
cão,nome masculino,['cão'],-1,['kˈɐ̃w'],-1
cão-guia,nome masculino,"['cão', 'gui', 'a']",-2,"['kˌɐ̃w', 'gˈi', 'ɐ']",-2
cão-polícia,nome masculino,"['cão', 'po', 'lí', 'ci', 'a']",-3,"['kˌɐ̃w', 'po', 'lˈi', 'sjɐ']",-2
caos,nome masculino,['caos'],-1,"['kˈa', 'ʊʃ']",-2
caoticamente,advérbio,"['ca', 'o', 'ti', 'ca', 'men', 'te']",-2,"['ka', 'ɔ', 'tʃi', 'kã', 'mˈẽ', 'tʃɪ']",-2
caótico,adjetivo,"['ca', 'ó', 'ti', 'co']",-3,"['ka', 'ˈɔ', 'tʃi', 'kʊ']",-3
capa,nome feminino,"['ca', 'pa']",-2,"['kˈa', 'pɐ']",-2
capa,nome masculino,"['ca', 'pa']",-2,"['kˈa', 'pɐ']",-2
capacete,nome masculino,"['ca', 'pa', 'ce', 'te']",-2,"['ka', 'pa', 'sˈe', 'tʃɪ']",-2
capachinho,nome masculino,"['ca', 'pa', 'chi', 'nho']",-2,"['ka', 'pa', 'ʃˈĩ', 'ɲʊ']",-2
capacho,nome masculino,"['ca', 'pa', 'cho']",-2,"['ka', 'pˈa', 'ʃʊ']",-2
capacidade,nome feminino,"['ca', 'pa', 'ci', 'da', 'de']",-2,"['ka', 'pa', 'si', 'dˈa', 'dʒɪ']",-2
capacitado,adjetivo,"['ca', 'pa', 'ci', 'ta', 'do']",-2,"['ka', 'pa', 'si', 'tˈa', 'dʊ']",-2
capacitar,verbo,"['ca', 'pa', 'ci', 'tar']",-1,"['ka', 'pa', 'si', 'tˈa']",-1
capado,nome masculino,"['ca', 'pa', 'do']",-2,"['ka', 'pˈa', 'dʊ']",-2
capado,adjetivo,"['ca', 'pa', 'do']",-2,"['ka', 'pˈa', 'dʊ']",-2
capadócia,nome feminino,"['ca', 'pa', 'dó', 'ci', 'a']",-3,"['ka', 'pa', 'dˈɔ', 'sjɐ']",-2
capadócio,adjetivo,"['ca', 'pa', 'dó', 'ci', 'o']",-3,"['ka', 'pa', 'dˈɔ', 'sjʊ']",-2
capador,nome masculino,"['ca', 'pa', 'dor']",-1,"['ka', 'pa', 'dˈo']",-1
capanga,nome masculino,"['ca', 'pan', 'ga']",-2,"['ka', 'pˈɐ̃', 'gɐ']",-2
capanga,nome feminino,"['ca', 'pan', 'ga']",-2,"['ka', 'pˈɐ̃', 'gɐ']",-2
capão,nome masculino,"['ca', 'pão']",-1,"['ka', 'pˈɐ̃w']",-1
capão,adjetivo,"['ca', 'pão']",-1,"['ka', 'pˈɐ̃w']",-1
capar,verbo,"['ca', 'par']",-1,"['ka', 'pˈa']",-1
capataz,nome masculino,"['ca', 'pa', 'taz']",-1,"['ka', 'pa', 'tˈaʃ']",-1
capaz,adjetivo,"['ca', 'paz']",-1,"['ka', 'pˈaʃ']",-1
capazmente,advérbio,"['ca', 'paz', 'men', 'te']",-2,"['ka', 'paʒ', 'mˈẽ', 'tʃɪ']",-2
capciosamente,advérbio,"['cap', 'ci', 'o', 'sa', 'men', 'te']",-2,"['ka', 'pi', 'sjɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
capcioso,adjetivo,"['cap', 'ci', 'o', 'so']",-2,"['ka', 'pi', 'sjˈo', 'zʊ']",-2
capear,verbo,"['ca', 'pe', 'ar']",-1,"['ka', 'pi', 'ˈa']",-1
capeia,nome feminino,"['ca', 'pei', 'a']",-2,"['ka', 'pˈej', 'ɐ']",-2
capela,nome feminino,"['ca', 'pe', 'la']",-2,"['ka', 'pˈɛ', 'lɐ']",-2
capela-mor,nome feminino,"['ca', 'pe', 'la', 'mor']",0,"['ka', 'pˌɛ', 'lɐ', 'mˈɔ']",-1
capelania,nome feminino,"['ca', 'pe', 'la', 'ni', 'a']",-2,"['ka', 'pe', 'lã', 'nˈi', 'ɐ']",-2
capelão,nome masculino,"['ca', 'pe', 'lão']",-1,"['ka', 'pe', 'lˈɐ̃w']",-1
capelinha,nome feminino,"['ca', 'pe', 'li', 'nha']",-2,"['ka', 'pe', 'lˈĩ', 'ɲɐ']",-2
capelista,nome feminino,"['ca', 'pe', 'lis', 'ta']",-2,"['ka', 'pe', 'lˈiʃ', 'tɐ']",-2
capelo,nome masculino,"['ca', 'pe', 'lo']",-2,"['ka', 'pˈe', 'lʊ']",-2
capeta,nome masculino,"['ca', 'pe', 'ta']",-2,"['ka', 'pˈe', 'tɐ']",-2
