palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
maninho,adjetivo,"['ma', 'ni', 'nho']",-2,"['mã', 'nˈĩ', 'ɲʊ']",-2
manino,adjetivo,"['ma', 'ni', 'no']",-2,"['mã', 'nˈĩ', 'nʊ']",-2
manipulação,nome feminino,"['ma', 'ni', 'pu', 'la', 'ção']",-1,"['mã', 'ni', 'pu', 'la', 'sˈɐ̃w']",-1
manipulado,adjetivo,"['ma', 'ni', 'pu', 'la', 'do']",-2,"['mã', 'ni', 'pu', 'lˈa', 'dʊ']",-2
manipulador,nome masculino,"['ma', 'ni', 'pu', 'la', 'dor']",-1,"['mã', 'ni', 'pu', 'la', 'dˈo']",-1
manipulador,adjetivo,"['ma', 'ni', 'pu', 'la', 'dor']",-1,"['mã', 'ni', 'pu', 'la', 'dˈo']",-1
manipuladora,nome feminino,"['ma', 'ni', 'pu', 'la', 'do', 'ra']",-2,"['mã', 'ni', 'pu', 'la', 'dˈo', 'ɾɐ']",-2
manipular,nome masculino,"['ma', 'ni', 'pu', 'lar']",-1,"['mã', 'ni', 'pu', 'lˈa']",-1
manipular,verbo,"['ma', 'ni', 'pu', 'lar']",-1,"['mã', 'ni', 'pu', 'lˈa']",-1
manipular,adjetivo,"['ma', 'ni', 'pu', 'lar']",-1,"['mã', 'ni', 'pu', 'lˈa']",-1
manipulável,adjetivo,"['ma', 'ni', 'pu', 'lá', 'vel']",-2,"['mã', 'ni', 'pu', 'lˈa', 'vew']",-2
manípulo,nome masculino,"['ma', 'ní', 'pu', 'lo']",-3,"['mã', 'nˈi', 'pu', 'lʊ']",-3
maniqueísmo,nome masculino,"['ma', 'ni', 'que', 'ís', 'mo']",-2,"['mã', 'ni', 'ke', 'ˈiʒ', 'mʊ']",-2
maniqueísta,adjetivo,"['ma', 'ni', 'que', 'ís', 'ta']",-2,"['mã', 'ni', 'ke', 'ˈiʃ', 'tɐ']",-2
maniqueísta,nome masculino,"['ma', 'ni', 'que', 'ís', 'ta']",-2,"['mã', 'ni', 'ke', 'ˈiʃ', 'tɐ']",-2
maniqueu,nome masculino,"['ma', 'ni', 'queu']",-1,"['mã', 'ni', 'kˈɛw']",-1
maniqueu,adjetivo,"['ma', 'ni', 'queu']",-1,"['mã', 'ni', 'kˈɛw']",-1
manir,verbo,"['ma', 'nir']",-1,"['mã', 'nˈi']",-1
manita,nome feminino,"['ma', 'ni', 'ta']",-2,"['mã', 'nˈi', 'tɐ']",-2
manita,adjetivo,"['ma', 'ni', 'ta']",-2,"['mã', 'nˈi', 'tɐ']",-2
manivela,nome feminino,"['ma', 'ni', 've', 'la']",-2,"['mã', 'ni', 'vˈɛ', 'lɐ']",-2
manivelar,verbo,"['ma', 'ni', 've', 'lar']",-1,"['mã', 'ni', 've', 'lˈa']",-1
manja,nome feminino,"['man', 'ja']",-2,"['mˈɐ̃', 'ʒɐ']",-2
manjaca,nome feminino,"['man', 'ja', 'ca']",-2,"['mɐ̃', 'ʒˈa', 'kɐ']",-2
manjaco,nome masculino,"['man', 'ja', 'co']",-2,"['mɐ̃', 'ʒˈa', 'kʊ']",-2
manjaco,adjetivo,"['man', 'ja', 'co']",-2,"['mɐ̃', 'ʒˈa', 'kʊ']",-2
manjar,nome masculino,"['man', 'jar']",-1,"['mɐ̃', 'ʒˈa']",-1
manjar,verbo,"['man', 'jar']",-1,"['mɐ̃', 'ʒˈa']",-1
manjedoura,nome feminino,"['man', 'je', 'dou', 'ra']",-2,"['mɐ̃', 'ʒe', 'dˈo', 'ɾɐ']",-2
manjericão,nome masculino,"['man', 'je', 'ri', 'cão']",-1,"['mɐ̃', 'ʒe', 'ɾi', 'kˈɐ̃w']",-1
manjerico,nome masculino,"['man', 'je', 'ri', 'co']",-2,"['mɐ̃', 'ʒe', 'ɾˈi', 'kʊ']",-2
manjerona,nome feminino,"['man', 'je', 'ro', 'na']",-2,"['mɐ̃', 'ʒe', 'ɾˈõ', 'nɐ']",-2
manjua,nome feminino,"['man', 'ju', 'a']",-2,"['mɐ̃', 'ʒˈu', 'ɐ']",-2
mano,nome masculino,"['ma', 'no']",-2,"['mˈɐ̃', 'nʊ']",-2
mano,adjetivo,"['ma', 'no']",-2,"['mˈɐ̃', 'nʊ']",-2
manobra,nome feminino,"['ma', 'no', 'bra']",-2,"['mã', 'nˈɔ', 'bɾɐ']",-2
manobrabilidade,nome feminino,"['ma', 'no', 'bra', 'bi', 'li', 'da', 'de']",-2,"['mã', 'no', 'bɾa', 'bi', 'li', 'dˈa', 'dʒɪ']",-2
manobrador,nome masculino,"['ma', 'no', 'bra', 'dor']",-1,"['mã', 'no', 'bɾa', 'dˈo']",-1
manobrador,adjetivo,"['ma', 'no', 'bra', 'dor']",-1,"['mã', 'no', 'bɾa', 'dˈo']",-1
manobrar,verbo,"['ma', 'no', 'brar']",-1,"['mã', 'no', 'bɾˈa']",-1
manobrável,adjetivo,"['ma', 'no', 'brá', 'vel']",-2,"['mã', 'no', 'bɾˈa', 'vew']",-2
manobrista,nome masculino,"['ma', 'no', 'bris', 'ta']",-2,"['mã', 'no', 'bɾˈiʃ', 'tɐ']",-2
manobrista,nome feminino,"['ma', 'no', 'bris', 'ta']",-2,"['mã', 'no', 'bɾˈiʃ', 'tɐ']",-2
manola,nome feminino,"['ma', 'no', 'la']",-2,"['mã', 'nˈɔ', 'lɐ']",-2
manómetro,nome masculino,"['ma', 'nó', 'me', 'tro']",-3,"['mã', 'nˈɔ̃', 'me', 'tɾʊ']",-3
manopla,nome feminino,"['ma', 'no', 'pla']",-2,"['mã', 'nˈɔ', 'plɐ']",-2
mansamente,advérbio,"['man', 'sa', 'men', 'te']",-2,"['mɐ̃', 'sã', 'mˈẽ', 'tʃɪ']",-2
mansão,nome feminino,"['man', 'são']",-1,"['mɐ̃', 'sˈɐ̃w']",-1
