palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
quaresma,nome feminino,"['qua', 'res', 'ma']",-2,"['kwa', 'ɾˈeʒ', 'mɐ']",-2
quaresmal,adjetivo,"['qua', 'res', 'mal']",-1,"['kwa', 'ɾeʒ', 'mˈaw']",-1
quaresmalmente,advérbio,"['qua', 'res', 'mal', 'men', 'te']",-2,"['kwa', 'ɾeʒ', 'maw', 'mˈẽ', 'tʃɪ']",-2
quaresmar,verbo,"['qua', 'res', 'mar']",-1,"['kwa', 'ɾeʒ', 'mˈa']",-1
quark,nome masculino,['quark'],-1,[''],0
quarta,nome feminino,"['quar', 'ta']",-2,"['kwˈah', 'tɐ']",-2
quarta-feira,nome feminino,"['quar', 'ta', 'fei', 'ra']",-2,"['kwˌah', 'tɐ', 'fˈej', 'ɾɐ']",-2
quarta-feira,adjetivo,"['quar', 'ta', 'fei', 'ra']",-2,"['kwˌah', 'tɐ', 'fˈej', 'ɾɐ']",-2
quartanista,nome masculino,"['quar', 'ta', 'nis', 'ta']",-2,"['kwah', 'tã', 'nˈiʃ', 'tɐ']",-2
quartanista,nome feminino,"['quar', 'ta', 'nis', 'ta']",-2,"['kwah', 'tã', 'nˈiʃ', 'tɐ']",-2
quartão,nome masculino,"['quar', 'tão']",-1,"['kwah', 'tˈɐ̃w']",-1
quartar,verbo,"['quar', 'tar']",-1,"['kwah', 'tˈa']",-1
quartear,verbo,"['quar', 'te', 'ar']",-1,"['kwah', 'tʃi', 'ˈa']",-1
quarteio,nome masculino,"['quar', 'tei', 'o']",-2,"['kwah', 'tˈej', 'ʊ']",-2
quarteirão,nome masculino,"['quar', 'tei', 'rão']",-1,"['kwah', 'tej', 'ɾˈɐ̃w']",-1
quartel,nome masculino,"['quar', 'tel']",-1,"['kwah', 'tˈɛw']",-1
quartel-general,nome masculino,"['quar', 'tel', 'ge', 'ne', 'ral']",0,"['kwah', 'tˌɛw', 'ʒẽ', 'ne', 'ɾˈaw']",-1
quartel-mestre,nome masculino,"['quar', 'tel', 'mes', 'tre']",-2,"['kwah', 'tˌɛw', 'mˈɛʃ', 'tɾɪ']",-2
quartelada,nome feminino,"['quar', 'te', 'la', 'da']",-2,"['kwah', 'te', 'lˈa', 'dɐ']",-2
quarteto,nome masculino,"['quar', 'te', 'to']",-2,"['kwah', 'tˈe', 'tʊ']",-2
quartil,nome masculino,"['quar', 'til']",-1,"['kwah', 'tʃˈiw']",-1
quartil,adjetivo,"['quar', 'til']",-1,"['kwah', 'tʃˈiw']",-1
quartilhar,verbo,"['quar', 'ti', 'lhar']",-1,"['kwah', 'tʃi', 'ʎˈa']",-1
quartilho,nome masculino,"['quar', 'ti', 'lho']",-2,"['kwah', 'tʃˈi', 'ʎʊ']",-2
quartinho,nome masculino,"['quar', 'ti', 'nho']",-2,"['kwah', 'tʃˈĩ', 'ɲʊ']",-2
quarto,nome masculino,"['quar', 'to']",-2,"['kwˈah', 'tʊ']",-2
quarto,número,"['quar', 'to']",-2,"['kwˈah', 'tʊ']",-2
quarto,número,"['quar', 'to']",-2,"['kwˈah', 'tʊ']",-2
quarto de final,nome masculino,"['quar', 'to de fi', 'nal']",-1,"['kwˌah', 'tʊ', 'dʒi', 'fĩ', 'nˈaw']",-1
quartos de final,nome masculino,"['quar', 'tos de fi', 'nal']",-1,"['kwˌah', 'tʊʒ', 'dʒi', 'fĩ', 'nˈaw']",-1
quartzito,nome masculino,"['quart', 'zi', 'to']",-2,"['kwah', 'ti', 'zˈi', 'tʊ']",-2
quartzo,nome masculino,"['quart', 'zo']",-2,"['kwˈah', 'tə', 'zʊ']",-3
quasar,nome masculino,"['qua', 'sar']",-1,"['kwa', 'zˈa']",-1
quase,advérbio,"['qua', 'se']",-2,"['kwˈa', 'zɪ']",-2
quaternário,adjetivo,"['qua', 'ter', 'ná', 'ri', 'o']",-3,"['kwa', 'teɦ', 'nˈa', 'ɾjʊ']",-2
quatorze,número,"['qua', 'tor', 'ze']",-2,"['kwa', 'tˈoɦ', 'zɪ']",-2
quatorze,nome masculino,"['qua', 'tor', 'ze']",-2,"['kwa', 'tˈoɦ', 'zɪ']",-2
quatriénio,nome masculino,"['qua', 'tri', 'é', 'ni', 'o']",-3,"['kwa', 'tɾi', 'ˈɛ̃', 'njʊ']",-2
quatrilião,nome masculino,"['qua', 'tri', 'li', 'ão']",-1,"['kwa', 'tɾi', 'li', 'ˈɐ̃w']",-1
quatro,nome masculino,"['qua', 'tro']",-2,"['kwˈa', 'tɾʊ']",-2
quatro,número,"['qua', 'tro']",-2,"['kwˈah', 'tʊ']",-2
quatrocentista,nome masculino,"['qua', 'tro', 'cen', 'tis', 'ta']",-2,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",-2
quatrocentista,adjetivo,"['qua', 'tro', 'cen', 'tis', 'ta']",-2,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",-2
quatrocentista,nome feminino,"['qua', 'tro', 'cen', 'tis', 'ta']",-2,"['kwa', 'tɾo', 'sẽ', 'tʃˈiʃ', 'tɐ']",-2
quatrocentos,número,"['qua', 'tro', 'cen', 'tos']",-2,"['kwa', 'tɾo', 'sˈẽ', 'tʊʃ']",-2
quatrocentos,nome masculino,"['qua', 'tro', 'cen', 'tos']",-2,"['kwa', 'tɾo', 'sˈẽ', 'tʊʃ']",-2
que,pronome,['que'],-1,['kɪ'],0
quê,nome masculino,['quê'],-1,['kˈe'],-1
que,conjunção,['que'],-1,['kɪ'],0
que,advérbio,['que'],-1,['kɪ'],0
quê,pronome,['quê'],-1,['kˈe'],-1
que,pronome,['que'],-1,['kɪ'],0
que,artigo,['que'],-1,['kˈi'],-1
quebequense,adjetivo,"['que', 'be', 'quen', 'se']",-2,"['ke', 'be', 'kˈẽ', 'sɪ']",-2
quebequense,nome masculino,"['que', 'be', 'quen', 'se']",-2,"['ke', 'be', 'kˈẽ', 'sɪ']",-2
quebequense,nome feminino,"['que', 'be', 'quen', 'se']",-2,"['ke', 'be', 'kˈẽ', 'sɪ']",-2
quebra,adjetivo,"['que', 'bra']",-2,"['kˈɛ', 'bɾɐ']",-2
quebra,nome masculino,"['que', 'bra']",-2,"['kˈɛ', 'bɾɐ']",-2
quebra,nome feminino,"['que', 'bra']",-2,"['kˈɛ', 'bɾɐ']",-2
quebra-cabeça,nome masculino,"['que', 'bra', 'ca', 'be', 'ça']",-2,"['kˌɛ', 'bɾɐ', 'ka', 'bˈe', 'sɐ']",-2
quebra-cabeças,nome masculino,"['que', 'bra', 'ca', 'be', 'ças']",-2,"['kˌɛ', 'bɾɐ', 'ka', 'bˈe', 'sɐʃ']",-2
quebra-costas,nome masculino,"['que', 'bra', 'cos', 'tas']",-2,"['kˌɛ', 'bɾɐ', 'kˈɔʃ', 'tɐʃ']",-2
quebra-gelo,nome masculino,"['que', 'bra', 'ge', 'lo']",-2,"['kˌɛ', 'bɾɐ', 'ʒˈe', 'lʊ']",-2
quebra-luz,nome masculino,"['que', 'bra', 'luz']",-1,"['kˌɛ', 'bɾɐ', 'lˈuʃ']",-1
