palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
ignorável,adjetivo,"['ig', 'no', 'rá', 'vel']",-2,"['i', 'gə̃', 'no', 'ɾˈa', 'vew']",-2
ignoto,adjetivo,"['ig', 'no', 'to']",-2,"['i', 'gə̃', 'nˈɔ', 'tʊ']",-2
ignoto,nome masculino,"['ig', 'no', 'to']",-2,"['i', 'gə̃', 'nˈɔ', 'tʊ']",-2
igreja,nome feminino,"['i', 'gre', 'ja']",-2,"['i', 'gɾˈe', 'ʒɐ']",-2
igrejinha,nome feminino,"['i', 'gre', 'ji', 'nha']",-2,"['i', 'gɾe', 'ʒˈĩ', 'ɲɐ']",-2
igual,adjetivo,"['i', 'gual']",-1,"['i', 'gwˈaw']",-1
igual,nome masculino,"['i', 'gual']",-1,"['i', 'gwˈaw']",-1
igualar,verbo,"['i', 'gua', 'lar']",-1,"['i', 'gwa', 'lˈa']",-1
igualável,adjetivo,"['i', 'gua', 'lá', 'vel']",-2,"['i', 'gwa', 'lˈa', 'vew']",-2
igualdade,nome feminino,"['i', 'gual', 'da', 'de']",-2,"['i', 'gwaw', 'dˈa', 'dʒɪ']",-2
igualha,nome feminino,"['i', 'gua', 'lha']",-2,"['i', 'gwˈa', 'ʎɐ']",-2
igualitária,nome feminino,"['i', 'gua', 'li', 'tá', 'ri', 'a']",-3,"['i', 'gwa', 'li', 'tˈa', 'ɾjɐ']",-2
igualitariamente,advérbio,"['i', 'gua', 'li', 'ta', 'ri', 'a', 'men', 'te']",-2,"['i', 'gwa', 'li', 'ta', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",-2
igualitário,adjetivo,"['i', 'gua', 'li', 'tá', 'ri', 'o']",-3,"['i', 'gwa', 'li', 'tˈa', 'ɾjʊ']",-2
igualitário,nome masculino,"['i', 'gua', 'li', 'tá', 'ri', 'o']",-3,"['i', 'gwa', 'li', 'tˈa', 'ɾjʊ']",-2
igualitarismo,nome masculino,"['i', 'gua', 'li', 'ta', 'ris', 'mo']",-2,"['i', 'gwa', 'li', 'ta', 'ɾˈiʒ', 'mʊ']",-2
igualitarista,adjetivo,"['i', 'gua', 'li', 'ta', 'ris', 'ta']",-2,"['i', 'gwa', 'li', 'ta', 'ɾˈiʃ', 'tɐ']",-2
igualitarista,nome masculino,"['i', 'gua', 'li', 'ta', 'ris', 'ta']",-2,"['i', 'gwa', 'li', 'ta', 'ɾˈiʃ', 'tɐ']",-2
igualitarista,nome feminino,"['i', 'gua', 'li', 'ta', 'ris', 'ta']",-2,"['i', 'gwa', 'li', 'ta', 'ɾˈiʃ', 'tɐ']",-2
igualização,nome feminino,"['i', 'gua', 'li', 'za', 'ção']",-1,"['i', 'gwa', 'li', 'za', 'sˈɐ̃w']",-1
igualizar,verbo,"['i', 'gua', 'li', 'zar']",-1,"['i', 'gwa', 'li', 'zˈa']",-1
igualmente,advérbio,"['i', 'gual', 'men', 'te']",-2,"['i', 'gwaw', 'mˈẽ', 'tʃɪ']",-2
iguana,nome feminino,"['i', 'gua', 'na']",-2,"['i', 'gwˈɐ̃', 'nɐ']",-2
iguaria,nome feminino,"['i', 'gua', 'ri', 'a']",-2,"['i', 'gwa', 'ɾˈi', 'ɐ']",-2
ih,interjeição,['ih'],-1,['i'],0
iídiche,nome masculino,"['i', 'í', 'di', 'che']",-3,"['i', 'ˈi', 'dʒi', 'ʃɪ']",-3
ilação,nome feminino,"['i', 'la', 'ção']",-1,"['i', 'la', 'sˈɐ̃w']",-1
ilegal,adjetivo,"['i', 'le', 'gal']",-1,"['i', 'le', 'gˈaw']",-1
ilegalidade,nome feminino,"['i', 'le', 'ga', 'li', 'da', 'de']",-2,"['i', 'le', 'ga', 'li', 'dˈa', 'dʒɪ']",-2
ilegalizar,verbo,"['i', 'le', 'ga', 'li', 'zar']",-1,"['i', 'le', 'ga', 'li', 'zˈa']",-1
ilegalmente,advérbio,"['i', 'le', 'gal', 'men', 'te']",-2,"['i', 'le', 'gaw', 'mˈẽ', 'tʃɪ']",-2
ilegibilidade,nome feminino,"['i', 'le', 'gi', 'bi', 'li', 'da', 'de']",-2,"['i', 'le', 'ʒi', 'bi', 'li', 'dˈa', 'dʒɪ']",-2
ilegítima,nome feminino,"['i', 'le', 'gí', 'ti', 'ma']",-3,"['i', 'le', 'ʒˈi', 'tʃĩ', 'mɐ']",-3
ilegitimamente,advérbio,"['i', 'le', 'gi', 'ti', 'ma', 'men', 'te']",-2,"['i', 'le', 'ʒi', 'tʃĩ', 'mã', 'mˈẽ', 'tʃɪ']",-2
ilegitimidade,nome feminino,"['i', 'le', 'gi', 'ti', 'mi', 'da', 'de']",-2,"['i', 'le', 'ʒi', 'tʃĩ', 'mi', 'dˈa', 'dʒɪ']",-2
ilegítimo,adjetivo,"['i', 'le', 'gí', 'ti', 'mo']",-3,"['i', 'le', 'ʒˈi', 'tʃĩ', 'mʊ']",-3
ilegítimo,nome masculino,"['i', 'le', 'gí', 'ti', 'mo']",-3,"['i', 'le', 'ʒˈi', 'tʃĩ', 'mʊ']",-3
ilegível,adjetivo,"['i', 'le', 'gí', 'vel']",-2,"['i', 'le', 'ʒˈi', 'vew']",-2
ileso,adjetivo,"['i', 'le', 'so']",-2,"['i', 'lˈɛ', 'zʊ']",-2
iletrado,adjetivo,"['i', 'le', 'tra', 'do']",-2,"['i', 'le', 'tɾˈa', 'dʊ']",-2
iletrado,nome masculino,"['i', 'le', 'tra', 'do']",-2,"['i', 'le', 'tɾˈa', 'dʊ']",-2
iletrismo,nome masculino,"['i', 'le', 'tris', 'mo']",-2,"['i', 'le', 'tɾˈiʒ', 'mʊ']",-2
ilha,nome feminino,"['i', 'lha']",-2,"['ˈi', 'ʎɐ']",-2
ilhado,adjetivo,"['i', 'lha', 'do']",-2,"['i', 'ʎˈa', 'dʊ']",-2
ilhar,verbo,"['i', 'lhar']",-1,"['i', 'ʎˈa']",-1
ilharga,nome feminino,"['i', 'lhar', 'ga']",-2,"['i', 'ʎˈaɦ', 'gɐ']",-2
ilhavense,nome masculino,"['i', 'lha', 'ven', 'se']",-2,"['i', 'ʎa', 'vˈẽ', 'sɪ']",-2
ilhavense,adjetivo,"['i', 'lha', 'ven', 'se']",-2,"['i', 'ʎa', 'vˈẽ', 'sɪ']",-2
ilhéu,adjetivo,"['i', 'lhéu']",-1,"['i', 'ʎˈɛw']",-1
ilhéu,nome masculino,"['i', 'lhéu']",-1,"['i', 'ʎˈɛw']",-1
ilhota,nome feminino,"['i', 'lho', 'ta']",-2,"['i', 'ʎˈɔ', 'tɐ']",-2
ilhote,nome masculino,"['i', 'lho', 'te']",-2,"['i', 'ʎˈɔ', 'tʃɪ']",-2
