palavra,divisao,categoria,fonetica,tonic
cabo,"['ca', 'bo']",nome feminino,"['kˈa', 'bʊ']",2
cabo de guerra,"['ca', 'bo de guer', 'ra']",nome masculino,"['kˌa', 'bʊ', 'dʒi', 'gˈɛ', 'ɦɐ']",2
cabo-verde,"['ca', 'bo', 'ver', 'de']",adjetivo,"['kˌa', 'bʊ', 'vˈeɦ', 'dʒɪ']",2
cabo-verde,"['ca', 'bo', 'ver', 'de']",nome masculino,"['kˌa', 'bʊ', 'vˈeɦ', 'dʒɪ']",2
cabo-verde,"['ca', 'bo', 'ver', 'de']",nome feminino,"['kˌa', 'bʊ', 'vˈeɦ', 'dʒɪ']",2
cabo-verdiana,"['ca', 'bo', 'ver', 'di', 'a', 'na']",nome feminino,"['kˌa', 'bʊ', 'veɦ', 'dʒi', 'ˈɐ̃', 'nɐ']",2
cabo-verdianidade,"['ca', 'bo', 'ver', 'di', 'a', 'ni', 'da', 'de']",nome feminino,"['kˌa', 'bʊ', 'veɦ', 'dʒi', 'ã', 'ni', 'dˈa', 'dʒɪ']",2
cabo-verdiano,"['ca', 'bo', 'ver', 'di', 'a', 'no']",adjetivo,"['kˌa', 'bʊ', 'veɦ', 'dʒi', 'ˈɐ̃', 'nʊ']",2
cabo-verdiano,"['ca', 'bo', 'ver', 'di', 'a', 'no']",nome masculino,"['kˌa', 'bʊ', 'veɦ', 'dʒi', 'ˈɐ̃', 'nʊ']",2
cabocla,"['ca', 'bo', 'cla']",nome feminino,"['ka', 'bˈo', 'klɐ']",2
caboclo,"['ca', 'bo', 'clo']",nome masculino,"['ka', 'bˈo', 'klʊ']",2
caboclo,"['ca', 'bo', 'clo']",adjetivo,"['ka', 'bˈo', 'klʊ']",2
cabotagem,"['ca', 'bo', 'ta', 'gem']",nome feminino,"['ka', 'bo', 'tˈa', 'ʒẽj']",2
cabotar,"['ca', 'bo', 'tar']",verbo,"['ka', 'bo', 'tˈa']",1
cabotina,"['ca', 'bo', 'ti', 'na']",nome feminino,"['ka', 'bo', 'tʃˈĩ', 'nɐ']",2
cabotinagem,"['ca', 'bo', 'ti', 'na', 'gem']",nome feminino,"['ka', 'bo', 'tʃĩ', 'nˈa', 'ʒẽj']",2
cabotinamente,"['ca', 'bo', 'ti', 'na', 'men', 'te']",advérbio,"['ka', 'bo', 'tʃĩ', 'nã', 'mˈẽ', 'tʃɪ']",2
cabotinar,"['ca', 'bo', 'ti', 'nar']",verbo,"['ka', 'bo', 'tʃĩ', 'nˈa']",1
cabotinismo,"['ca', 'bo', 'ti', 'nis', 'mo']",nome masculino,"['ka', 'bo', 'tʃĩ', 'nˈiʒ', 'mʊ']",2
