palavra,divisao,categoria,fonetica,tonic
lagosteiro,"['la', 'gos', 'tei', 'ro']",nome masculino,"['la', 'goʃ', 'tˈej', 'ɾʊ']",2
lagosteiro,"['la', 'gos', 'tei', 'ro']",adjetivo,"['la', 'goʃ', 'tˈej', 'ɾʊ']",2
lagostim,"['la', 'gos', 'tim']",nome masculino,"['la', 'goʃ', 'tʃˈĩ']",1
lágrima,"['lá', 'gri', 'ma']",nome feminino,"['lˈa', 'gɾĩ', 'mɐ']",3
lagrimar,"['la', 'gri', 'mar']",verbo,"['la', 'gɾĩ', 'mˈa']",1
laguna,"['la', 'gu', 'na']",nome feminino,"['la', 'gˈũ', 'nɐ']",2
lagunar,"['la', 'gu', 'nar']",adjetivo,"['la', 'gũ', 'nˈa']",1
lai,['lai'],nome masculino,['lˈaj'],1
laia,"['lai', 'a']",nome feminino,"['lˈaj', 'ɐ']",2
laicado,"['lai', 'ca', 'do']",nome masculino,"['laj', 'kˈa', 'dʊ']",2
laical,"['lai', 'cal']",adjetivo,"['laj', 'kˈaw']",1
laicidade,"['lai', 'ci', 'da', 'de']",nome feminino,"['laj', 'si', 'dˈa', 'dʒɪ']",2
laicismo,"['lai', 'cis', 'mo']",nome masculino,"['laj', 'sˈiʒ', 'mʊ']",2
laicização,"['lai', 'ci', 'za', 'ção']",nome feminino,"['laj', 'si', 'za', 'sˈɐ̃w']",1
laicizar,"['lai', 'ci', 'zar']",verbo,"['laj', 'si', 'zˈa']",1
laico,"['lai', 'co']",adjetivo,"['lˈaj', 'kʊ']",2
laico,"['lai', 'co']",nome masculino,"['lˈaj', 'kʊ']",2
laivar,"['lai', 'var']",verbo,"['laj', 'vˈa']",1
laivo,"['lai', 'vo']",nome masculino,"['lˈaj', 'vʊ']",2
laja,"['la', 'ja']",nome feminino,"['lˈa', 'ʒɐ']",2
laja,"['la', 'ja']",adjetivo,"['lˈa', 'ʒɐ']",2
lajar,"['la', 'jar']",verbo,"['la', 'ʒˈa']",1
laje,"['la', 'je']",nome feminino,"['lˈa', 'ʒɪ']",2
lajeado,"['la', 'je', 'a', 'do']",nome masculino,"['la', 'ʒi', 'ˈa', 'dʊ']",2
lajeado,"['la', 'je', 'a', 'do']",adjetivo,"['la', 'ʒi', 'ˈa', 'dʊ']",2
lajear,"['la', 'je', 'ar']",verbo,"['la', 'ʒi', 'ˈa']",1
lajedo,"['la', 'je', 'do']",nome masculino,"['la', 'ʒˈe', 'dʊ']",2
lajense,"['la', 'jen', 'se']",nome masculino,"['la', 'ʒˈẽ', 'sɪ ou la', 'ʒˈẽ', 'sɪ']",2
lajense,"['la', 'jen', 'se']",adjetivo,"['la', 'ʒˈẽ', 'sɪ']",2
lajeoso,"['la', 'je', 'o', 'so']",adjetivo,"['la', 'ʒjˈo', 'zʊ']",2
lala,"['la', 'la']",nome feminino,"['lˈa', 'lɐ']",2
lalar,"['la', 'lar']",verbo,"['la', 'lˈa']",1
lama,"['la', 'ma']",nome masculino,"['lˈɐ̃', 'mɐ']",2
lama,"['la', 'ma']",nome feminino,"['lˈɐ̃', 'mɐ']",2
lamaçal,"['la', 'ma', 'çal']",nome masculino,"['lã', 'ma', 'sˈaw']",1
lamaceiro,"['la', 'ma', 'cei', 'ro']",nome masculino,"['lã', 'ma', 'sˈej', 'ɾʊ']",2
lamacento,"['la', 'ma', 'cen', 'to']",adjetivo,"['lã', 'ma', 'sˈẽ', 'tʊ']",2
lamaísta,"['la', 'ma', 'ís', 'ta']",nome masculino,"['lã', 'ma', 'ˈiʃ', 'tɐ ou lã', 'ma', 'ˈiʃ', 'tɐ']",2
lamarão,"['la', 'ma', 'rão']",nome masculino,"['lã', 'ma', 'ɾˈɐ̃w']",1
lamaroso,"['la', 'ma', 'ro', 'so']",adjetivo,"['lã', 'ma', 'ɾˈo', 'zʊ']",2
lambada,"['lam', 'ba', 'da']",nome feminino,"['lɐ̃', 'bˈa', 'dɐ']",2
lambão,"['lam', 'bão']",adjetivo,"['lɐ̃', 'bˈɐ̃w']",1
lambão,"['lam', 'bão']",nome masculino,"['lɐ̃', 'bˈɐ̃w']",1
lambda,"['lamb', 'da']",nome masculino,"['lˈɐ̃mb', 'dɐ']",2
lambe-botas,"['lam', 'be', 'bo', 'tas']",nome masculino,"['lˌɐ̃', 'bi', 'bˈɔ', 'tɐʃ ou lˌɐ̃', 'bi', 'bˈɔ', 'tɐʃ']",2
lambeiro,"['lam', 'bei', 'ro']",adjetivo,"['lɐ̃', 'bˈej', 'ɾʊ']",2
lambeiro,"['lam', 'bei', 'ro']",nome masculino,"['lɐ̃', 'bˈej', 'ɾʊ']",2
lamber,"['lam', 'ber']",verbo,"['lɐ̃', 'bˈe']",1
lambert,"['lam', 'bert']",nome masculino,[''],1
lambida,"['lam', 'bi', 'da']",nome feminino,"['lɐ̃', 'bˈi', 'dɐ']",2
lambidela,"['lam', 'bi', 'de', 'la']",nome feminino,"['lɐ̃', 'bi', 'dˈɛ', 'lɐ']",2
lambido,"['lam', 'bi', 'do']",adjetivo,"['lɐ̃', 'bˈi', 'dʊ']",2
lambreta,"['lam', 'bre', 'ta']",nome feminino,"['lɐ̃', 'bɾˈe', 'tɐ']",2
lambri,"['lam', 'bri']",nome masculino,"['lɐ̃', 'bɾˈi']",1
lambril,"['lam', 'bril']",nome masculino,"['lɐ̃', 'bɾˈiw']",1
