palavra,divisao,categoria,fonetica,tonic
obliquidade,"['o', 'bli', 'qui', 'da', 'de']",nome feminino,"['o', 'bli', 'kwi', 'dˈa', 'dʒɪ']",2
oblíquo,"['o', 'blí', 'quo']",adjetivo,"['o', 'blˈi', 'ku', 'ʊ']",2
oblíquo,"['o', 'blí', 'quo']",nome masculino,"['o', 'blˈi', 'ku', 'ʊ']",2
obliteração,"['o', 'bli', 'te', 'ra', 'ção']",nome feminino,"['o', 'bli', 'te', 'ɾa', 'sˈɐ̃w']",1
obliterado,"['o', 'bli', 'te', 'ra', 'do']",adjetivo,"['o', 'bli', 'te', 'ɾˈa', 'dʊ']",2
obliterador,"['o', 'bli', 'te', 'ra', 'dor']",adjetivo,"['o', 'bli', 'te', 'ɾa', 'dˈo']",1
obliterador,"['o', 'bli', 'te', 'ra', 'dor']",nome masculino,"['o', 'bli', 'te', 'ɾa', 'dˈo']",1
obliterar,"['o', 'bli', 'te', 'rar']",verbo,"['o', 'bli', 'te', 'ɾˈa']",1
oblongo,"['o', 'blon', 'go']",adjetivo,"['o', 'blˈõ', 'gʊ']",2
obnóxio,"['ob', 'nó', 'xi', 'o']",adjetivo,"['ɔ', 'bə̃', 'nˈɔk', 'sjʊ']",3
obnubilação,"['ob', 'nu', 'bi', 'la', 'ção']",nome feminino,"['o', 'bə̃', 'nu', 'bi', 'la', 'sˈɐ̃w']",1
obnubilar,"['ob', 'nu', 'bi', 'lar']",verbo,"['o', 'bə̃', 'nu', 'bi', 'lˈa']",1
oboé,"['o', 'bo', 'é']",nome masculino,"['o', 'bwˈɛ']",1
oboísta,"['o', 'bo', 'ís', 'ta']",nome masculino,"['o', 'bo', 'ˈiʃ', 'tɐ ou o', 'bo', 'ˈiʃ', 'tɐ']",2
óbolo,"['ó', 'bo', 'lo']",nome masculino,"['ˈɔ', 'bo', 'lʊ']",3
obovado,"['o', 'bo', 'va', 'do']",adjetivo,"['o', 'bo', 'vˈa', 'dʊ']",2
oboval,"['o', 'bo', 'val']",adjetivo,"['o', 'bo', 'vˈaw']",1
obovalado,"['o', 'bo', 'va', 'la', 'do']",adjetivo,"['o', 'bo', 'va', 'lˈa', 'dʊ']",2
obovoide,"['o', 'bo', 'voi', 'de']",adjetivo,"['o', 'bɔ', 'vˈɔj', 'dʒɪ']",2
obpiramidal,"['ob', 'pi', 'ra', 'mi', 'dal']",adjetivo,"['ob', 'pi', 'ɾã', 'mi', 'dˈaw']",1
obra,"['o', 'bra']",nome feminino,"['ˈɔ', 'bɾɐ']",2
obra-prima,"['o', 'bra', 'pri', 'ma']",nome feminino,"['ˌɔ', 'bɾɐ', 'pɾˈĩ', 'mɐ']",2
obrar,"['o', 'brar']",verbo,"['o', 'bɾˈa']",1
obreira,"['o', 'brei', 'ra']",nome feminino,"['o', 'bɾˈej', 'ɾɐ']",2
obreiro,"['o', 'brei', 'ro']",nome masculino,"['o', 'bɾˈej', 'ɾʊ']",2
obreiro,"['o', 'brei', 'ro']",adjetivo,"['o', 'bɾˈej', 'ɾʊ']",2
obriga,"['o', 'bri', 'ga']",nome feminino,"['o', 'bɾˈi', 'gɐ']",2
obrigação,"['o', 'bri', 'ga', 'ção']",nome feminino,"['o', 'bɾi', 'ga', 'sˈɐ̃w']",1
obrigacionista,"['o', 'bri', 'ga', 'ci', 'o', 'nis', 'ta']",nome masculino,"['o', 'bɾi', 'ga', 'sjõ', 'nˈiʃ', 'tɐ ou o', 'bɾi', 'ga', 'sjõ', 'nˈiʃ', 'tɐ']",2
obrigacionista,"['o', 'bri', 'ga', 'ci', 'o', 'nis', 'ta']",adjetivo,"['o', 'bɾi', 'ga', 'sjõ', 'nˈiʃ', 'tɐ']",2
obrigado,"['o', 'bri', 'ga', 'do']",adjetivo,"['o', 'bɾi', 'gˈa', 'dʊ']",2
obrigado,"['o', 'bri', 'ga', 'do']",interjeição,"['o', 'bɾi', 'gˈa', 'dʊ']",2
obrigar,"['o', 'bri', 'gar']",verbo,"['o', 'bɾi', 'gˈa']",1
obrigatoriamente,"['o', 'bri', 'ga', 'to', 'ri', 'a', 'men', 'te']",advérbio,"['o', 'bɾi', 'ga', 'tɔ', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",2
obrigatoriedade,"['o', 'bri', 'ga', 'to', 'ri', 'e', 'da', 'de']",nome feminino,"['o', 'bɾi', 'ga', 'to', 'ɾi', 'e', 'dˈa', 'dʒɪ']",2
obrigatório,"['o', 'bri', 'ga', 'tó', 'ri', 'o']",adjetivo,"['o', 'bɾi', 'ga', 'tˈɔ', 'ɾjʊ']",3
obscenamente,"['obs', 'ce', 'na', 'men', 'te']",advérbio,"['o', 'bi', 'sẽ', 'nã', 'mˈẽ', 'tʃɪ']",2
obscenidade,"['obs', 'ce', 'ni', 'da', 'de']",nome feminino,"['o', 'bi', 'sẽ', 'ni', 'dˈa', 'dʒɪ']",2
